"시도별","종류별","항목","단위","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"계","합계","합계","","279877","251349","244801","255353","239547","233828","222475","222740","216036","211218","232701","216111","223131","213351","198647","196587","208308.116","218602.6187","204026.351","",
"계","합계","과채류","","15280","13467","13203","12371","12092","12517","12633","11929","11350","9150","9882","11358","10420","10398","10891","9624","10266.6299","10063.7668","10660.2991","10709.1542",
"계","합계","수박","","7951","6133","5764","4245","4055","3718","3271","3516","3497","2293","2722","2446","2586","2855","2613","2273","2725.7912","2366.9759","2647.5987","2622.9639",
"계","합계","참외","","600","478","372","367","422","275","212","199","128","118","133","219","135","127","133","192","127.2938","145.2281","159.1162","186.1787",
"계","합계","딸기","","348","365","331","271","260","333","309","288","219","208","135","145","101","50","97","134","123.9399","92.567","40.9069","49.3954",
"계","합계","오이","","1557","1392","1297","1279","1356","1244","1094","1262","931","807","1062","966","793","862","799","875","1113.0717","1159.6905","999.0119","1069.3589",
"계","합계","호박","","4694","4921","5308","5950","5743","6672","7524","6528","6338","5724","5830","7582","6805","6504","7249","6150","6176.5333","6299.3053","6813.6654","6781.2573",
"계","합계","토마토","","130","178","131","259","256","275","223","136","237","","","","","","","","","","","",
"계","합계","근채류","","36846","29680","32657","31747","25768","28630","23437","26150","22404","23440","30220","22903","24616","22307","22189","20620","24084.0034","24559.5027","20986.5999","",
"계","합계","무  계","","32548","25920","29317","29581","22731","25364","21347","23592","19778","20729","27371","20689","22067","19910","19075","18390","21877.115","22405.5742","18917.3536","",
"계","합계","봄무","","18859","11338","14019","14906","11136","12529","11153","11499","9541","10782","8505","1093","1376","1438","877","975","1091.4243","919.2048","769.6468","864.0136",
"계","합계","고랭지무","","","2741","2926","2234","2072","2442","2596","2546","2042","2161","2713","2552","2195","2608","1981","2607","2954.1915","2900.0867","2344.9098","2525.9244",
"계","합계","가을무","","13689","9879","9593","10358","7706","8421","6028","7712","6511","6260","8340","5915","6706","4977","5134","4769","5210.2536","5045.1782","4462.1482","4632.7478",
"계","합계","총각무","","","1962","2779","2083","1817","1972","1570","1835","1684","1526","1859","1317","1061","809","808","879","1265.1987","1367.5644","1119.3884","927.6596",
"계","합계","일반총각무","","","","","","","","","","","","","459","305","314","188","253","487.1503","338.5448","273.4176","434.3679",
"계","합계","가을총각무","","","","","","","","","","","","","858","756","495","620","626","778.0484","1029.0196","845.9708","493.2917",
"계","합계","겨울무","","","","","","","","","","","","5954","5749","6049","5955","5477","5100","6274.6774","7563.5072","5880.8774","",
"계","합계","기타무","","","","","","","","","","","","","4063","4680","4123","4798","4060","5081.3695","4610.0329","4340.383","3726.3614",
"계","합계","당근","","4298","3760","3340","2166","3037","3266","2090","2558","2626","2711","2849","2214","2549","2397","3114","2230","2206.8884","2153.9285","2069.2463","2688.0668",
"계","합계","엽채류","","56325","45681","53432","50901","44112","49245","41371","44632","41774","37985","47131","36697","39945","41075","36025","33503","40022.6371","40853.3504","34563.3875","",
"계","합계","배추계","","44419","35481","43009","40129","34147","38134","31380","34204","31386","29801","35804","26628","29243","29509","25286","23093","30018.0494","29437.3818","24203.2935","",
"계","합계","봄배추","","30250","16170","21617","18336","16644","16715","12891","13110","11371","6101","8713","2171","2417","2100","1333","1801","2882.555","2774.954","2265.2337","2815.3375",
"계","합계","고랭지배추","","","8018","8796","7935","6502","7051","6311","6401","5553","4929","4691","5495","5498","5140","4721","4370","5384.5018","5727.4139","4979.9016","5055.8482",
"계","합계","가을배추","","14169","11293","12596","13858","11001","14368","12178","14693","14462","13540","17326","13408","15095","15233","12724","11429","13673.566","13313.0866","10968.112","13854.0851",
"계","합계","겨울배추","","","","","","","","","","","5231","5074","3948","3719","4220","3498","3392","4355.7911","4734.5646","3358.2043","",
"계","합계","기타배추","","","","","","","","","","","","","1606","2514","2816","3010","2101","3721.6355","2887.3627","2631.8419","2992.258",
"계","합계","시금치","","4598","3483","3411","3933","3715","3888","3126","3507","3541","2951","3756","3469","4067","3436","3375","2885","2355.0491","2777.3979","2666.9556","2303.5016",
"계","합계","상추","","1316","1544","1611","1625","1329","1443","1079","1062","1074","709","804","733","619","788","939","760","795.5946","732.4891","713.236","859.0538",
"계","합계","양배추","","5992","5173","5401","5214","4921","5780","5786","5859","5773","4524","6767","5867","6016","7342","6425","6765","6853.944","7906.0816","6979.9024","7091.456",
"계","합계","조미채소","","150841","142435","122329","132460","130493","116824","117911","110842","106163","105717","108455","109743","110916","101596","89041","89954","90543.7246","101690.1137","97905.5294","87496.484",
"계","합계","고추","","70736","72104","57502","61894","61299","53097","54876","48825","44817","44584","42574","45459","45360","36120","34514","32181","28336.6613","28823.7096","31643.8791","31146.147",
"계","합계","마늘","","37118","33153","33140","30237","31766","28594","26986","28416","26323","22414","24035","28278","29352","25062","20638","20758","24863.8398","28351.4319","27688.994","25372.0592",
"계","합계","파","","22066","19159","17625","23104","18427","18023","16165","16908","15231","14521","16796","13384","14381","14325","13123","13028","15232.2413","15949.1432","14471.1617","13399.43",
"계","합계","대파","","","11693","11566","14312","10629","12107","11111","11385","9854","9737","11779","8566","9336","9935","8401","8646","10871.8591","10057.4563","10519.8846","9738.2677",
"계","합계","쪽파","","","7466","6059","8792","7798","5916","5054","5523","5377","4784","5017","4818","5045","4390","4722","4382","4360.3822","5891.6869","3951.2771","3661.1623",
"계","합계","양파","","18995","15314","12352","15563","16737","15315","17751","15392","18514","22113","22976","20965","20036","23911","18015","19896","19538.4565","26425.427","21777.3413","14673.2764",
"계","합계","생강","","1926","2705","1710","1662","2264","1795","2133","1301","1278","2085","2074","1657","1787","2178","2751","4091","2572.5257","2140.402","2324.1533","2905.5714",
"계","합계","기타채소","","20585","20086","23180","27874","27082","26612","27123","29187","34345","34926","37013","35410","37234","37975","40501","42886","43391.121","41435.8851","39910.5351","40097.6432",
"계","논","합계","","31602","29806","25864","28947","28655","36661","31635","30754","29607","28659","35508","32395","33897","38505","27618","25917","26977.7206","31722.8882","27507.1722","",
"계","논","과채류","","840","840","716","743","788","1379","888","718","804","282","450","672","713","1149","879","514","682.3737","601.7702","464.4017","438.1289",
"계","논","수박","","376","345","361","274","245","326","203","204","191","51","170","218","205","372","244","71","117.9829","143.5963","132.4742","168.7978",
"계","논","참외","","12","7","16","3","8","18","9","4","10","1","15","0","2","37","13","9","5.5478","6.6925","7.6374","9.7137",
"계","논","딸기","","65","78","64","44","37","96","98","18","26","25","20","60","28","15","10","15","25.2367","5.4301",".0996","13.9452",
"계","논","오이","","189","183","121","148","220","221","134","218","115","44","68","47","45","40","26","20","68.5125","89.873","24.5187","23.5927",
"계","논","호박","","178","175","129","221","257","656","388","247","321","161","177","347","433","685","586","399","465.0938","356.1783","299.6718","222.0795",
"계","논","토마토","","20","52","25","53","21","62","56","27","141","","","","","","","","","","","",
"계","논","근채류","","1528","1464","1253","1060","818","1871","1133","1325","899","1083","1611","1146","1249","1649","1445","1250","1492.8973","1294.8166","752.0742","",
"계","논","무  계","","1166","975","888","840","675","1481","811","909","462","606","1129","594","729","1166","381","774","975.7589","826.0459","358.4671","",
"계","논","봄무","","861","732","637","575","450","823","471","473","246","330","734","42","51","149","0","54","85.1089","10.5972","3.1264",".1089",
"계","논","고랭지무","","","48","34","33","32","68","24","85","20","120","69","32","21","168","29","27","58.9759","40.6429","3.7352","4.0822",
"계","논","가을무","","305","153","178","210","178","487","312","307","185","147","312","73","144","285","106","163","335.2925","233.1352","69.3934","68.8597",
"계","논","총각무","","","42","39","22","15","103","4","44","11","9","14","11","7","17","0","5","5.66","51.5112","2.1051","2.0174",
"계","논","일반총각무","","","","","","","","","","","","","5","0","0","0","0","0",".0376","0","0",
"계","논","가을총각무","","","","","","","","","","","","","6","7","17","0","5","5.66","51.4736","2.1051","2.0174",
"계","논","겨울무","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","",
"계","논","기타무","","","","","","","","","","","","","436","506","547","246","525","490.7216","490.1594","280.107","253.1916",
"계","논","당근","","362","489","365","220","143","390","322","416","437","477","482","552","520","483","1064","476","517.1384","468.7707","393.6071","552.6309",
"계","논","엽채류","","5515","4170","4641","5350","3988","6164","4484","3997","3720","2948","5880","3652","3892","5459","3014","3337","3706.2055","3336.9477","2214.2314","",
"계","논","배추계","","4635","3324","4002","4499","3178","5045","3436","2983","2468","1773","4006","1799","2289","2983","1246","1744","2737.9901","1857.9535","1161.794","",
"계","논","봄배추","","3115","1984","2585","2688","1904","2498","1707","1198","919","592","1784","701","555","633","222","357","890.9321","813.8419","465.6383","557.3023",
"계","논","고랭지배추","","","341","400","352","191","384","243","188","126","68","128","21","25","105","4","152","48.5353","73.0399","14.0747","11.9821",
"계","논","가을배추","","1520","999","1017","1459","1083","2163","1486","1597","1423","1090","1800","784","1270","1555","581","763","1141.9071","599.964","487.9326","633.1977",
"계","논","겨울배추","","","","","","","","","","","23","294","166","21","303","141","200","140.0799","77.7354","44.0952","",
"계","논","기타배추","","","","","","","","","","","","","127","418","387","298","272","516.5357","293.3723","150.0532","267.8841",
"계","논","시금치","","577","253","366","593","592","448","593","748","885","918","1134","1238","1171","1094","1012","957","421.9635","731.7056","607.932","503.3217",
"계","논","상추","","105","192","154","119","135","277","178","94","188","92","133","142","167","276","133","83","52.4522","81.2638","69.2664","94.856",
"계","논","양배추","","198","401","119","139","83","394","277","172","179","165","607","473","265","1106","623","553","493.7997","666.0248","375.239","342.5131",
"계","논","조미채소","","20439","19858","15541","17626","19475","22958","20863","20219","20061","20120","22876","22768","23550","24826","17496","16937","17164.3701","22540.4483","20788.6057","16839.4469",
"계","논","고추","","2790","4246","2547","3605","4597","6792","5701","4515","3639","3379","4069","4484","4894","4474","2690","2246","1812.7968","1787.2449","1962.659","1825.8506",
"계","논","마늘","","8448","8071","7763","6699","7430","7848","7015","7313","7376","6458","6897","8137","9071","8192","6644","6230","7664.8904","9680.7123","9547.4081","8921.3477",
"계","논","파","","2379","1626","1279","2699","1705","2918","2213","2258","2020","1349","2781","1687","1761","2073","1252","1423","1414.7986","1373.159","1077.1593","913.9013",
"계","논","대파","","","926","690","1307","664","2034","1405","1388","1112","1131","2270","1317","1434","1424","846","1068","1123.4997","987.6665","861.7532","711.9139",
"계","논","쪽파","","","700","589","1392","1041","884","808","870","908","218","511","370","327","649","406","355","291.2989","385.4925","215.4061","201.9874",
"계","논","양파","","6706","5752","3911","4510","5605","5144","5694","6007","6900","8805","8974","8267","7640","9880","6824","6696","6103.9922","9613.3863","8144.4155","4980.0672",
"계","논","생강","","116","163","41","113","138","256","240","126","126","129","155","193","184","207","86","342","167.8921","85.9458","56.9638","198.2801",
"계","논","기타채소","","3280","3474","3713","4168","3586","4289","4267","4495","4123","4226","4691","4157","4493","5422","4784","3879","3931.874","3948.9054","3287.8592","2806.6696",
"계","밭","합계","","248275","221543","218937","226406","210892","197167","190840","191986","186429","182559","197193","183716","189234","174846","171029","170670","181330.3954","186879.7305","176519.1788","",
"계","밭","과채류","","14440","12627","12487","11628","11304","11138","11745","11211","10546","8868","9432","10686","9707","9249","10012","9110","9584.2562","9461.9966","10195.8974","10271.0253",
"계","밭","수박","","7575","5788","5403","3971","3810","3392","3068","3312","3306","2242","2552","2228","2381","2483","2369","2202","2607.8083","2223.3796","2515.1245","2454.1661",
"계","밭","참외","","588","471","356","364","414","257","203","195","118","117","118","219","133","90","120","183","121.746","138.5356","151.4788","176.465",
"계","밭","딸기","","283","287","267","227","223","237","211","270","193","183","115","85","73","35","87","119","98.7032","87.1369","40.8073","35.4502",
"계","밭","오이","","1368","1209","1176","1131","1136","1023","960","1044","816","763","994","919","748","822","773","855","1044.5592","1069.8175","974.4932","1045.7662",
"계","밭","호박","","4516","4746","5179","5729","5486","6016","7136","6281","6017","5563","5653","7235","6372","5819","6663","5751","5711.4395","5943.127","6513.9936","6559.1778",
"계","밭","토마토","","110","126","106","206","235","213","167","109","96","","","","","","","","","","","",
"계","밭","근채류","","35318","28216","31404","30687","24950","26759","22304","24825","21505","22357","28609","21757","23367","20658","20744","19370","22591.1061","23264.6861","20234.5257","",
"계","밭","무  계","","31382","24945","28429","28741","22056","23883","20536","22683","19316","20123","26242","20095","21338","18744","18694","17616","20901.3561","21579.5283","18558.8865","",
"계","밭","봄무","","17998","10606","13382","14331","10686","11706","10682","11026","9295","10452","7771","1051","1325","1289","877","921","1006.3154","908.6076","766.5204","863.9047",
"계","밭","고랭지무","","","2693","2892","2201","2040","2374","2572","2461","2022","2041","2644","2520","2174","2440","1952","2580","2895.2156","2859.4438","2341.1746","2521.8422",
"계","밭","가을무","","13384","9726","9415","10148","7528","7934","5716","7405","6326","6113","8028","5842","6562","4692","5028","4606","4874.9611","4812.043","4392.7548","4563.8881",
"계","밭","총각무","","","1920","2740","2061","1802","1869","1566","1791","1673","1517","1845","1306","1054","792","808","874","1259.5387","1316.0532","1117.2833","925.6422",
"계","밭","일반총각무","","","","","","","","","","","","","454","305","314","188","253","487.1503","338.5072","273.4176","434.3679",
"계","밭","가을총각무","","","","","","","","","","","","","852","749","478","620","621","772.3884","977.546","843.8657","491.2743",
"계","밭","겨울무","","","","","","","","","","","","5954","5749","6049","5955","5477","5100","6274.6774","7563.5072","5880.8774","",
"계","밭","기타무","","","","","","","","","","","","","3627","4174","3576","4552","3535","4590.6479","4119.8735","4060.276","3473.1698",
"계","밭","당근","","3936","3271","2975","1946","2894","2876","1768","2142","2189","2234","2367","1662","2029","1914","2050","1754","1689.75","1685.1578","1675.6392","2135.4359",
"계","밭","엽채류","","50810","41511","48791","45551","40124","43081","36887","40635","38054","35037","41251","33045","36053","35616","33011","30166","36316.4316","37516.4027","32349.1561","",
"계","밭","배추계","","39784","32157","39007","35630","30969","33089","27944","31221","28918","28028","31798","24829","26954","26526","24040","21349","27280.0593","27579.4283","23041.4995","",
"계","밭","봄배추","","27135","14186","19032","15648","14740","14217","11184","11912","10452","5509","6929","1470","1862","1467","1111","1444","1991.6229","1961.1121","1799.5954","2258.0352",
"계","밭","고랭지배추","","","7677","8396","7583","6311","6667","6068","6213","5427","4861","4563","5474","5473","5035","4717","4218","5335.9665","5654.374","4965.8269","5043.8661",
"계","밭","가을배추","","12649","10294","11579","12399","9918","12205","10692","13096","13039","12450","15526","12624","13825","13678","12143","10666","12531.6589","12713.1226","10480.1794","13220.8874",
"계","밭","겨울배추","","","","","","","","","","","5208","4780","3782","3698","3917","3357","3192","4215.7112","4656.8292","3314.1091","",
"계","밭","기타배추","","","","","","","","","","","","","1479","2096","2429","2712","1829","3205.0998","2593.9904","2481.7887","2724.3739",
"계","밭","시금치","","4021","3230","3045","3340","3123","3440","2533","2759","2656","2033","2622","2231","2896","2342","2363","1928","1933.0856","2045.6923","2059.0236","1800.1799",
"계","밭","상추","","1211","1352","1457","1506","1194","1166","901","968","886","617","671","591","452","512","806","677","743.1424","651.2253","643.9696","764.1978",
"계","밭","양배추","","5794","4772","5282","5075","4838","5386","5509","5687","5594","4359","6160","5394","5751","6236","5802","6212","6360.1443","7240.0568","6604.6634","6748.9429",
"계","밭","조미채소","","130402","122577","106788","114834","111018","93866","97048","90623","86102","85597","85579","86975","87366","76770","71545","73017","73379.3545","79149.6654","77116.9237","70657.0371",
"계","밭","고추","","67946","67858","54955","58289","56702","46305","49175","44310","41178","41205","38505","40975","40466","31646","31824","29935","26523.8645","27036.4647","29681.2201","29320.2964",
"계","밭","마늘","","28670","25082","25377","23538","24336","20746","19971","21103","18947","15956","17138","20141","20281","16870","13994","14528","17198.9494","18670.7196","18141.5859","16450.7115",
"계","밭","파","","19687","17533","16346","20405","16722","15105","13952","14650","13211","13172","14015","11697","12620","12252","11871","11605","13817.4427","14575.9842","13394.0024","12485.5287",
"계","밭","대파","","","10767","10876","13005","9965","10073","9706","9997","8742","8606","9509","7249","7902","8511","7555","7578","9748.3594","9069.7898","9658.1314","9026.3538",
"계","밭","쪽파","","","6766","5470","7400","6757","5032","4246","4653","4469","4566","4506","4448","4718","3741","4316","4027","4069.0833","5506.1944","3735.871","3459.1749",
"계","밭","양파","","12289","9562","8441","11053","11132","10171","12057","9385","11614","13308","14002","12698","12396","14031","11191","13200","13434.4643","16812.0407","13632.9258","9693.2092",
"계","밭","생강","","1810","2542","1669","1549","2126","1539","1893","1175","1152","1956","1919","1464","1603","1971","2665","3749","2404.6336","2054.4562","2267.1895","2707.2913",
"계","밭","기타채소","","17305","16612","19467","23706","23496","22323","22856","24692","30222","30700","32322","31253","32741","32553","35717","39007","39459.247","37486.9797","36622.6759","37290.9736",
"서울특별시","합계","합계","","508","466","369","590","471","456","480","313","280","63","72","77","60","51","59","85","103.6854","112.1361","103.4637","",
"서울특별시","합계","과채류","","16","14","19","35","41","14","38","15","7","3","8","6","3","2","0","3","5.5199","3.2839","3.3829","3.3693",
"서울특별시","합계","수박","","0","0","0","0","3","0","0","0","0","0","0","0","0","","0","0",".0358",".0176",".0368",".0117",
"서울특별시","합계","참외","","0","0","0","0","3","1","1","1","0","0","1","2","1","1","0","0",".3294",".0625",".0843",".0939",
"서울특별시","합계","딸기","","0","0","0","15","15","0","0","0","0","0","0","0","0","","0","0",".0784","0","0",".0008",
"서울특별시","합계","오이","","1","0","2","1","2","1","1","2","2","1","2","1","0","","0","0",".7358",".2802",".4914",".3765",
"서울특별시","합계","호박","","13","14","15","17","16","12","34","9","4","2","5","3","2","1","0","3","4.3405","2.9236","2.7704","2.8864",
"서울특별시","합계","토마토","","2","0","2","2","2","0","2","3","1","","","","","","","","","","","",
"서울특별시","합계","근채류","","23","17","21","31","23","28","11","18","21","7","11","8","6","7","4","2","3.8419","3.8247","2.6863","",
"서울특별시","합계","무  계","","23","17","21","31","23","28","11","18","21","7","11","8","6","7","4","2","3.6226","3.7862","2.6651","",
"서울특별시","합계","봄무","","14","8","12","13","11","7","1","3","8","0","0","-","-","-","0","0","0","0","0","0",
"서울특별시","합계","고랭지무","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","합계","가을무","","9","6","7","15","10","17","8","11","10","5","10","6","6","5","3","2","2.8467","3.0036","2.0839","1.571",
"서울특별시","합계","총각무","","","3","2","3","2","4","2","4","3","2","1","2","0","2","1","0",".5868",".7826",".5812",".7448",
"서울특별시","합계","일반총각무","","","","","","","","","","","","","0","0","0","0","0","0","0",".0173","0",
"서울특별시","합계","가을총각무","","","","","","","","","","","","","2","0","2","1","0",".5868",".7826",".5639",".7448",
"서울특별시","합계","겨울무","","","","","","","","","","","","0","0","0","","0","0","0","0","0","",
"서울특별시","합계","기타무","","","","","","","","","","","","","0","0","","0","0",".1891","0","0",".0193",
"서울특별시","합계","당근","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".2193",".0385",".0212",".0148",
"서울특별시","합계","엽채류","","96","194","110","185","170","145","227","91","82","13","18","18","12","10","8","6","9.3896","6.9169","4.4748","",
"서울특별시","합계","배추계","","30","65","65","124","56","44","106","62","70","8","15","17","11","10","7","4","5.1781","5.2103","3.4907","",
"서울특별시","합계","봄배추","","8","49","40","88","30","14","85","9","53","0","0","-","-","-","0","0","0",".0242","0","0",
"서울특별시","합계","고랭지배추","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","합계","가을배추","","22","16","25","36","26","30","21","53","17","8","15","16","11","10","7","3","4.678","5.1861","3.4651","2.6073",
"서울특별시","합계","겨울배추","","","","","","","","","","","0","0","0","0","","0","0","0","0","0","",
"서울특별시","합계","기타배추","","","","","","","","","","","","","1","-","-","0","1",".5001","0",".0256",".0124",
"서울특별시","합계","시금치","","59","124","38","54","105","90","106","24","1","0","2","0","0","","0","0",".6016",".4308",".1006",".4558",
"서울특별시","합계","상추","","7","5","7","7","9","10","15","5","11","5","1","1","1","","1","2","3.1352","1.0933",".7936",".4191",
"서울특별시","합계","양배추","","0","0","0","0","0","1","0","0","0","0","0","0","0","","0","0",".4747",".1825",".0899",".0699",
"서울특별시","합계","조미채소","","233","182","141","180","160","190","113","113","93","20","15","14","19","13","28","32","43.482","37.7958","38.2956","38.0987",
"서울특별시","합계","고추","","30","21","23","27","25","21","25","19","21","7","8","8","8","7","24","8","10.7561","7.3384","8.1936","8.5233",
"서울특별시","합계","마늘","","1","1","3","3","6","3","1","2","0","1","2","3","3","4","3","1",".9766",".415",".6114",".601",
"서울특별시","합계","파","","202","160","115","150","129","166","86","92","72","12","4","3","8","2","1","23","30.8588","29.6294","29.0395","28.7485",
"서울특별시","합계","대파","","","158","63","74","67","165","85","91","72","12","4","1","6","2","1","23","29.5498","28.8644","28.5241","28.3045",
"서울특별시","합계","쪽파","","","2","52","76","62","1","1","1","0","0","0","2","2","","0","0","1.309",".765",".5154",".444",
"서울특별시","합계","양파","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".4897",".3634",".4441",".2103",
"서울특별시","합계","생강","","0","0","0","0","0","0","1","0","0","0","1","0","0","","0","0",".4008",".0496",".007",".0156",
"서울특별시","합계","기타채소","","140","59","78","159","77","79","91","76","77","20","20","31","20","19","19","42","41.452","60.3148","54.6241","47.685",
"서울특별시","논","합계","","75","40","50","39","40","2","49","0","0","0","6","2","3","0","0","20","1.2416",".2981",".0159","",
"서울특별시","논","과채류","","0","0","0","0","0","0","22","0","0","0","0","0","0","","0","0",".2161",".0182","0","0",
"서울특별시","논","수박","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0",".0076","0","0",
"서울특별시","논","참외","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".0075","0","0","0",
"서울특별시","논","딸기","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","오이","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".0596",".0018","0","0",
"서울특별시","논","호박","","0","0","0","0","0","0","22","0","0","0","0","0","0","","0","0",".149",".0088","0","0",
"서울특별시","논","토마토","","0","0","0","0","0","0","0","0","0","","","","","","","","","","","",
"서울특별시","논","근채류","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",".1272",".0451","0","",
"서울특별시","논","무  계","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",".1272",".0451","0","",
"서울특별시","논","봄무","","0","0","0","0","0","0","0","0","0","0","0","-","-","-","0","0","0","0","0","0",
"서울특별시","논","고랭지무","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","가을무","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".063",".041","0","0",
"서울특별시","논","총각무","","","0","0","0","0","0","0","0","0","0","1","0","0","","0","0",".0642",".0041","0","0",
"서울특별시","논","일반총각무","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"서울특별시","논","가을총각무","","","","","","","","","","","","","0","0","0","0","0",".0642",".0041","0","0",
"서울특별시","논","겨울무","","","","","","","","","","","","0","0","0","","0","0","0","0","0","",
"서울특별시","논","기타무","","","","","","","","","","","","","0","0","","0","0","0","0","0","0",
"서울특별시","논","당근","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","엽채류","","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0",".181",".0211","0","",
"서울특별시","논","배추계","","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0",".165",".0211","0","",
"서울특별시","논","봄배추","","0","0","0","0","0","0","0","0","0","0","0","-","-","-","0","0","0","0","0","0",
"서울특별시","논","고랭지배추","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","가을배추","","0","0","0","0","0","0","0","0","0","0","2","2","0","","0","0",".1306",".0211","0","0",
"서울특별시","논","겨울배추","","","","","","","","","","","0","0","0","0","","0","0","0","0","0","",
"서울특별시","논","기타배추","","","","","","","","","","","","","-","-","-","0","0",".0344","0","0","0",
"서울특별시","논","시금치","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","상추","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".016","0","0","0",
"서울특별시","논","양배추","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","논","조미채소","","0","2","1","0","0","2","0","0","0","0","3","0","3","","0","20",".4908",".1264",".0159","0",
"서울특별시","논","고추","","0","0","0","0","0","0","0","0","0","0","1","0","1","","0","0",".3647",".103","0","0",
"서울특별시","논","마늘","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0",".0076","0","0",
"서울특별시","논","파","","0","2","1","0","0","2","0","0","0","0","2","0","2","","0","20",".0573",".0123",".0159","0",
"서울특별시","논","대파","","","2","1","0","0","2","0","0","0","0","2","0","2","","0","20",".016",".0041",".0159","0",
"서울특별시","논","쪽파","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".0413",".0082","0","0",
"서울특별시","논","양파","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".0688","0","0","0",
"서울특별시","논","생강","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0",".0035","0","0",
"서울특별시","논","기타채소","","75","38","49","39","40","0","27","0","0","0","0","0","0","","0","0",".2265",".0873","0","0",
"서울특별시","밭","합계","","433","426","319","551","431","454","431","313","280","63","66","75","57","51","59","65","102.4438","111.838","103.4478","",
"서울특별시","밭","과채류","","16","14","19","35","41","14","16","15","7","3","8","6","3","2","0","3","5.3038","3.2657","3.3829","3.3693",
"서울특별시","밭","수박","","0","0","0","0","3","0","0","0","0","0","0","0","0","","0","0",".0358",".01",".0368",".0117",
"서울특별시","밭","참외","","0","0","0","0","3","1","1","1","0","0","1","2","1","1","0","0",".3219",".0625",".0843",".0939",
"서울특별시","밭","딸기","","0","0","0","15","15","0","0","0","0","0","0","0","0","","0","0",".0784","0","0",".0008",
"서울특별시","밭","오이","","1","0","2","1","2","1","1","2","2","1","2","1","0","","0","0",".6762",".2784",".4914",".3765",
"서울특별시","밭","호박","","13","14","15","17","16","12","12","9","4","2","5","3","2","1","0","3","4.1915","2.9148","2.7704","2.8864",
"서울특별시","밭","토마토","","2","0","2","2","2","0","2","3","1","","","","","","","","","","","",
"서울특별시","밭","근채류","","23","17","21","31","23","28","11","18","21","7","10","8","6","7","4","2","3.7147","3.7796","2.6863","",
"서울특별시","밭","무  계","","23","17","21","31","23","28","11","18","21","7","10","8","6","7","4","2","3.4954","3.7411","2.6651","",
"서울특별시","밭","봄무","","14","8","12","13","11","7","1","3","8","0","0","-","-","-","0","0","0","0","0","0",
"서울특별시","밭","고랭지무","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"서울특별시","밭","가을무","","9","6","7","15","10","17","8","11","10","5","10","6","6","5","3","2","2.7837","2.9626","2.0839","1.571",
"서울특별시","밭","총각무","","","3","2","3","2","4","2","4","3","2","0","2","0","2","1","0",".5226",".7785",".5812",".7448",
"서울특별시","밭","일반총각무","","","","","","","","","","","","","0","0","0","0","0","0","0",".0173","0",
"서울특별시","밭","가을총각무","","","","","","","","","","","","","2","0","2","1","0",".5226",".7785",".5639",".7448",
"서울특별시","밭","겨울무","","","","","","","","","","","","0","0","0","","0","0","0","0","0","",
"서울특별시","밭","기타무","","","","","","","","","","","","","0","0","","0","0",".1891","0","0",".0193",
"서울특별시","밭","당근","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0",".2193",".0385",".0212",".0148",
"서울특별시","밭","엽채류","","96","194","110","185","170","145","227","91","82","13","16","16","12","10","8","6","9.2086","6.8958","4.4748","",
"서울특별시","밭","배추계","","30","65","65","124","56","44","106","62","70","8","13","15","11","10","7","4","5.0131","5.1892","3.4907","",
