지역 아이디,지역 이름,일 평균상대습도,일 평균기온,일 평균풍속,일 최고기온,일 최저상대습도,일 최저기온,일 강수량,일 누적일조시간,작물 명,작물별 특성아이디,작물별 특성 이름,특보 코드,특보 발효 여부,연월일
4682000000,해남,67,10,2,15,48,6,0,7,양배추,PA240301,가을,,0,2019-12-16 00:00:00
4680000000,장흥,79,6,0,14,50,1,0,5,양배추,PA240301,가을,,0,2019-12-16 00:00:00
4684000000,무안,67,10,3,15,52,6,0,0,양배추,PA240301,가을,,0,2019-12-16 00:00:00
4421000000,서산,75,8,0,15,47,0,0,5,양배추,PA240301,가을,,0,2019-12-16 00:00:00
4690000000,진도,65,12,2,15,53,9,0,7,양배추,PA240301,가을,,0,2019-12-16 00:00:00
4682000000,해남,86,10,1,14,75,7,2,0,양배추,PA240301,가을,,0,2019-12-17 00:00:00
4680000000,장흥,89,8,1,11,72,2,1,0,양배추,PA240301,가을,,0,2019-12-17 00:00:00
4684000000,무안,87,8,3,11,74,7,1,0,양배추,PA240301,가을,,0,2019-12-17 00:00:00
4421000000,서산,86,8,2,10,74,5,6,0,양배추,PA240301,가을,,0,2019-12-17 00:00:00
4690000000,진도,86,11,3,14,72,8,2,0,양배추,PA240301,가을,,0,2019-12-17 00:00:00
4680000000,장흥,64,5,3,8,48,2,0,7,양배추,PA240301,가을,,0,2019-12-18 00:00:00
4684000000,무안,69,5,4,8,58,2,0,0,양배추,PA240301,가을,,0,2019-12-18 00:00:00
4421000000,서산,68,1,2,5,43,-1,0,7,양배추,PA240301,가을,,0,2019-12-18 00:00:00
4690000000,진도,66,6,5,8,58,5,0,1,양배추,PA240301,가을,,0,2019-12-18 00:00:00
4682000000,해남,67,4,2,7,55,2,0,3,양배추,PA240301,가을,,0,2019-12-18 00:00:00
4690000000,진도,63,5,4,7,53,2,0,5,양배추,PA240301,가을,,0,2019-12-19 00:00:00
4680000000,장흥,56,3,3,7,27,0,0,7,양배추,PA240301,가을,,0,2019-12-19 00:00:00
4682000000,해남,64,2,2,6,50,-1,0,6,양배추,PA240301,가을,,0,2019-12-19 00:00:00
4421000000,서산,59,0,1,4,32,-2,0,7,양배추,PA240301,가을,,0,2019-12-19 00:00:00
4684000000,무안,66,3,3,6,50,0,0,0,양배추,PA240301,가을,,0,2019-12-19 00:00:00
4680000000,장흥,73,1,1,7,53,-5,0,3,양배추,PA240301,가을,,0,2019-12-20 00:00:00
4682000000,해남,78,1,1,6,54,-4,0,4,양배추,PA240301,가을,,0,2019-12-20 00:00:00
4684000000,무안,79,2,2,6,55,-2,0,0,양배추,PA240301,가을,,0,2019-12-20 00:00:00
4421000000,서산,77,0,1,3,43,-5,0,6,양배추,PA240301,가을,,0,2019-12-20 00:00:00
4690000000,진도,73,3,2,8,54,-1,0,2,양배추,PA240301,가을,,0,2019-12-20 00:00:00
4684000000,무안,73,1,1,5,49,-2,0,0,양배추,PA240301,가을,,0,2019-12-21 00:00:00
4421000000,서산,77,0,1,5,57,-6,0,1,양배추,PA240301,가을,,0,2019-12-21 00:00:00
4682000000,해남,86,0,0,4,63,-4,0,0,양배추,PA240301,가을,,0,2019-12-21 00:00:00
4690000000,진도,72,1,1,5,49,-1,0,0,양배추,PA240301,가을,,0,2019-12-21 00:00:00
4680000000,장흥,75,0,0,6,45,-2,0,0,양배추,PA240301,가을,,0,2019-12-21 00:00:00
4684000000,무안,70,4,2,10,46,1,0,0,양배추,PA240301,가을,,0,2019-12-22 00:00:00
4421000000,서산,74,5,0,10,47,0,0,4,양배추,PA240301,가을,,0,2019-12-22 00:00:00
4682000000,해남,73,3,0,12,33,-3,0,3,양배추,PA240301,가을,,0,2019-12-22 00:00:00
4680000000,장흥,72,3,0,11,36,-2,0,3,양배추,PA240301,가을,,0,2019-12-22 00:00:00
4690000000,진도,64,5,1,12,31,0,0,0,양배추,PA240301,가을,,0,2019-12-22 00:00:00
4690000000,진도,77,5,2,9,54,-1,0,4,양배추,PA240301,가을,,0,2019-12-23 00:00:00
4680000000,장흥,73,3,1,9,46,-3,0,3,양배추,PA240301,가을,,0,2019-12-23 00:00:00
4684000000,무안,77,5,2,9,55,0,1,0,양배추,PA240301,가을,,0,2019-12-23 00:00:00
4682000000,해남,78,3,1,9,49,-4,0,5,양배추,PA240301,가을,,0,2019-12-23 00:00:00
4421000000,서산,80,4,1,6,62,0,2,2,양배추,PA240301,가을,,0,2019-12-23 00:00:00
4684000000,무안,70,4,1,10,39,0,0,0,양배추,PA240301,가을,,0,2019-12-24 00:00:00
4680000000,장흥,60,3,1,11,21,-3,0,8,양배추,PA240301,가을,,0,2019-12-24 00:00:00
4690000000,진도,66,4,2,10,31,-1,0,7,양배추,PA240301,가을,,0,2019-12-24 00:00:00
4682000000,해남,66,3,1,11,33,-4,0,8,양배추,PA240301,가을,,0,2019-12-24 00:00:00
4421000000,서산,77,1,1,7,36,-2,0,8,양배추,PA240301,가을,,0,2019-12-24 00:00:00
4690000000,진도,68,5,1,12,36,-2,0,5,양배추,PA240301,가을,,0,2019-12-25 00:00:00
4680000000,장흥,57,5,0,15,20,-4,0,6,양배추,PA240301,가을,,0,2019-12-25 00:00:00
4682000000,해남,69,3,0,13,26,-5,0,6,양배추,PA240301,가을,,0,2019-12-25 00:00:00
4684000000,무안,60,5,2,13,20,-1,0,0,양배추,PA240301,가을,,0,2019-12-25 00:00:00
4421000000,서산,66,2,1,8,38,-4,0,2,양배추,PA240301,가을,,0,2019-12-25 00:00:00
4682000000,해남,75,4,1,5,59,2,0,0,양배추,PA240301,가을,W2,1,2019-12-26 00:00:00
4684000000,무안,67,5,3,6,45,3,0,0,양배추,PA240301,가을,W2,1,2019-12-26 00:00:00
4421000000,서산,72,3,2,5,56,1,2,0,양배추,PA240301,가을,,0,2019-12-26 00:00:00
4680000000,장흥,67,5,2,8,49,3,0,0,양배추,PA240301,가을,,0,2019-12-26 00:00:00
4690000000,진도,69,6,4,8,43,4,1,0,양배추,PA240301,가을,W2,1,2019-12-26 00:00:00
4690000000,진도,58,3,4,5,48,0,0,0,양배추,PA240301,가을,W2,1,2019-12-27 00:00:00
4421000000,서산,65,0,1,4,26,-4,0,8,양배추,PA240301,가을,,0,2019-12-27 00:00:00
4680000000,장흥,59,2,3,6,41,-3,0,3,양배추,PA240301,가을,,0,2019-12-27 00:00:00
4684000000,무안,59,3,4,5,49,1,0,0,양배추,PA240301,가을,W2,1,2019-12-27 00:00:00
4682000000,해남,59,2,2,6,42,-3,0,3,양배추,PA240301,가을,W2,1,2019-12-27 00:00:00
4690000000,진도,73,1,0,9,40,-4,0,8,양배추,PA240301,가을,,0,2019-12-28 00:00:00
4684000000,무안,65,2,1,9,37,-2,0,0,양배추,PA240301,가을,,0,2019-12-28 00:00:00
4680000000,장흥,72,0,0,9,33,-6,0,8,양배추,PA240301,가을,,0,2019-12-28 00:00:00
4421000000,서산,75,0,0,7,44,-5,0,8,양배추,PA240301,가을,,0,2019-12-28 00:00:00
4682000000,해남,74,0,0,9,32,-7,0,9,양배추,PA240301,가을,,0,2019-12-28 00:00:00
4680000000,장흥,86,4,0,7,65,-4,10,0,양배추,PA240301,가을,,0,2019-12-29 00:00:00
4682000000,해남,78,5,2,8,51,-3,12,0,양배추,PA240301,가을,,0,2019-12-29 00:00:00
4690000000,진도,82,7,2,9,57,0,9,0,양배추,PA240301,가을,,0,2019-12-29 00:00:00
4684000000,무안,77,5,3,8,47,0,10,0,양배추,PA240301,가을,,0,2019-12-29 00:00:00
4421000000,서산,80,3,0,6,41,-2,5,0,양배추,PA240301,가을,,0,2019-12-29 00:00:00
4680000000,장흥,83,7,2,11,59,2,0,0,양배추,PA240301,가을,,0,2019-12-30 00:00:00
