지역 이름,년도,생산량,면적,일 평균기온,일 최저기온,일 최고기온,일 평균풍속,일 평균상대습도,일 최저상대습도,일 강수량,일 누적일조시간
경기도,2001,165892,4890,0.42845751913569474,0.33935606959635656,0.4661110271662043,0.12771379746314476,-0.9323565264307514,-0.8510509768110114,-0.16082745432427073,-0.054460359508161645
충청남도,2001,97204,3051,0.21135713742164652,0.20512006309228736,0.24827492485119734,0.37576752215051407,-0.9323565264307514,-0.8510509768110114,-0.13138506577266576,-0.054460359508161645
전라남도,2001,142890,4076,0.4251366719966654,0.36376261623346007,0.5289177865927939,-0.4741214689914565,-0.9323565264307514,-0.8510509768110114,0.1527979889428258,-0.054460359508161645
경기도,2002,117552,3332,0.3520780349380182,0.27752615144902776,0.3993291563835014,0.31477070460443957,-0.9323565264307514,-0.8510509768110114,-0.020656082741629618,-0.054460359508161645
충청남도,2002,96414,2878,0.25701878558330105,0.19739132332387124,0.2927961720396659,0.4042327036720154,-0.9323565264307514,-0.8510509768110114,0.035988512623958226,-0.054460359508161645
전라남도,2002,129250,3104,0.48740255585346703,0.41989767349879803,0.5297128088640166,-0.5066531050160297,-0.9323565264307514,-0.8510509768110114,0.1521579370177909,-0.054460359508161645
경기도,2003,116340,3268,0.3255112578257828,0.2937971825404301,0.32380204061734935,-0.08374183669658004,-0.9323565264307514,-0.8510509768110114,0.09071295221444138,-0.054460359508161645
충청남도,2003,135082,3912,0.23833902042626057,0.23074693706124602,0.22044914535840449,0.030118889389425616,-0.9323565264307514,-0.8510509768110114,0.08943284836437163,-0.054460359508161645
전라남도,2003,139094,3228,0.40023031845394474,0.3914233690888441,0.45577573764030976,-0.5717163770651758,-0.9323565264307514,-0.8510509768110114,0.3780962665551075,-0.054460359508161645
경기도,2004,123538,3478,0.33879464638190043,0.2539331563664944,0.3850187555014936,0.20090997851843412,-0.9323565264307514,-0.8510509768110114,0.010706461585080014,-0.054460359508161645
충청남도,2004,101636,2958,0.27030217413941876,0.23237404017038626,0.2788832822932695,0.37170106764744254,-0.9323565264307514,-0.8510509768110114,0.08623258873919716,-0.054460359508161645
전라남도,2004,168818,3716,0.45834514338695953,0.2840345638855886,0.6092150359862818,-0.35212783389930763,-0.9323565264307514,-0.8510509768110114,0.22640396032183824,-0.054460359508161645
경기도,2005,79550,2324,0.34045506995141517,0.2604415688030553,0.36116808736481404,0.3473023406290127,-0.9323565264307514,-0.8510509768110114,0.029908019336126745,-0.054460359508161645
충청남도,2005,65888,1744,0.22173478473111344,0.22545885195654025,0.19341838813683426,0.6848180643839581,-0.9323565264307514,-0.8510509768110114,-0.016495745228902844,-0.054460359508161645
전라남도,2005,82352,2144,0.35041761136850347,0.25556025947563454,0.5281227643215711,-0.08374183669658,-0.9323565264307514,-0.8510509768110114,0.051029732862278146,-0.054460359508161645
충청남도,2006,85980,2346,0.18396014852465378,0.21610300907898392,0.1500896743551997,0.6116218833286687,-0.9323565264307514,-0.8510509768110114,0.0014257086720740923,-0.054460359508161645
전라남도,2006,141064,3228,0.34543634065995926,0.2636957750213358,0.4160246240791772,-0.17320383576415588,-0.9323565264307514,-0.8510509768110114,0.1937613121450589,-0.054460359508161645
경기도,2006,94324,2712,0.332983163888599,0.28972942476757957,0.3182368847187908,0.5912896108133107,-0.9323565264307514,-0.8510509768110114,-0.06865997711924646,-0.054460359508161645
전라남도,2007,77036,1868,0.4209856130728785,0.3165766260683934,0.5201725416093447,-0.49852019600988634,-0.9323565264307514,-0.8510509768110114,-0.04753826359309506,-0.054460359508161645
경기도,2007,53926,1760,0.3827958709740403,0.3019326980861312,0.40012417865472416,0.16837834249386105,-0.9323565264307514,-0.8510509768110114,0.018387084685498715,-0.054460359508161645
충청남도,2007,58778,1690,0.217168619914948,0.17908641334604364,0.1055684271667311,0.4652295212180901,-0.9323565264307514,-0.8510509768110114,-0.049138393405682275,-0.054460359508161645
전라남도,2008,94704,2132,0.3778146002654961,0.22383174884740004,0.48042142804821203,-0.19760256278258564,-0.9323565264307514,-0.8510509768110114,0.09839357531486005,-0.054460359508161645
경기도,2008,78270,2042,0.4292877309204521,0.33040700249608534,0.4748562721496535,0.15211252448157456,-0.9323565264307514,-0.8510509768110114,-0.08466127524511873,-0.054460359508161645
충청남도,2008,63246,1930,0.2727928094936907,0.2523060532573541,0.2677529704961523,0.3920333401628006,-0.9323565264307514,-0.8510509768110114,-0.06737987326917666,-0.054460359508161645
전라남도,2009,55112,1262,0.3744937531264667,0.17664575868233331,0.5678738778827038,-0.08374183669658003,-0.9323565264307514,-0.8510509768110114,0.14703752161751185,-0.054460359508161645
경기도,2009,51348,1366,0.4035511655929741,0.28484811544015876,0.4549807153690871,0.030118889389425606,-0.9323565264307514,-0.8510509768110114,-0.0430579001178508,-0.054460359508161645
충청남도,2009,60260,2146,0.24290518524242602,0.2006455295421517,0.2343620351048009,0.4855617937334481,-0.9323565264307514,-0.8510509768110114,-0.00753501827841436,-0.054460359508161645
