지역 이름,년도,생산량,면적,일 평균기온,일 최저기온,일 최고기온,일 평균풍속,일 평균상대습도,일 최저상대습도,일 강수량,일 누적일조시간
제주도,2001,30342,1740,21.24,18.94,23.7,2.78,66.52,52.86,2.94,5.54
제주도,2002,44331,1901,21.02,18.24,23.9,2.5,72.5,58.0,4.5,5.9
제주도,2003,35826,1572,21.44,18.78,24.8,2.28,72.3,57.6,7.1,6.32
제주도,2004,46329,1949,21.18,18.58,24.38,2.26,71.86,57.7,7.02,4.36
제주도,2005,32870,1536,22.84,20.44,25.76,2.62,66.18,51.64,0.46,4.8
제주도,2006,22482,1077,20.86,18.44,23.92,2.36,65.08,50.06,5.3,5.0
제주도,2007,24890,1210,21.26,19.1,23.9,2.64,67.5,51.44,19.22,3.84
제주도,2008,33550,1522,21.98,19.44,24.76,2.34,69.6,52.1,2.64,4.98
제주도,2009,29019,1399,20.98,18.46,23.7,2.58,64.36,49.22,3.76,5.34
제주도,2010,33536,1562,21.74,19.04,24.6,2.2,68.46,53.36,4.36,4.86
제주도,2011,29818,1424,20.86,18.22,23.88,2.5,65.28,49.02,1.78,5.6
제주도,2012,30765,1469,20.46,17.7,23.38,2.14,75.24,59.66,9.9,5.82
제주도,2013,26351,1701,22.18,19.64,24.84,2.54,74.26,60.52,3.76,5.12
제주도,2014,28592,1361,21.64,19.08,24.34,2.48,72.3,58.12,3.0,5.24
제주도,2015,18378,1007,21.36,18.66,24.38,2.42,69.1,54.06,3.88,6.66
제주도,2016,30731,1728,22.52,20.28,25.06,2.2,78.84,64.68,7.4,3.3
제주도,2017,37037,1846,22.02,19.78,25.02,2.5,72.66,55.92,4.76,3.7
제주도,2018,23342,1372,21.3,18.92,24.12,2.56,71.38,56.4,10.52,4.18
제주도,2019,17580,863,22.14,19.78,24.84,2.42,78.46,63.98,15.78,4.02
