시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,453578,422036,376430,367894,381436,330049,328680,333596,279296,257128,226590,235181,219680,228971,223695,229284,190265,175399,166159,0
서울특별시,0,0,99,120,120,132,137,53,51,47,31,16,40,42,27,16,16,14,3,0
부산광역시,38,13,42,21,17,0,0,0,0,0,0,0,0,0,0,45,13,9,13,0
대구광역시,7240,7134,10035,7430,8688,7503,7850,5088,3791,3431,3321,2724,2099,1882,1776,1132,1222,607,697,0
인천광역시,3908,3417,3595,3608,2742,2160,3176,2301,2050,1554,1839,1327,1019,1328,1110,1751,1472,2252,1917,0
광주광역시,2524,2730,2833,2367,1734,1786,1593,1782,1832,963,768,619,330,250,225,439,397,350,245,0
대전광역시,7748,8314,5424,3841,4735,3737,3403,2654,2498,2049,2328,1957,1728,1747,1792,2046,1904,2148,1703,0
울산광역시,195,192,156,176,206,0,16,0,40,53,28,49,77,47,53,15,28,27,12,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,921,826,836,0
경기도,65239,61964,58611,48665,52328,51947,49967,49112,41213,38836,36981,30989,30464,29839,26707,31707,29462,26512,28301,0
강원도,1918,2309,2759,2580,3257,2956,3631,5895,3553,3267,2723,2440,2766,3421,2655,5442,3487,2663,2454,0
충청북도,81456,63326,49669,58749,56178,51874,49340,55379,45472,41635,38197,38082,32495,38329,35179,17617,15541,15241,13609,0
충청남도,56818,45014,42929,42662,42163,30136,33081,26698,22416,19296,12996,11382,10219,10006,11553,13745,8259,8797,8316,0
전라북도,27119,22094,21506,24257,21069,17038,14542,15676,11509,10184,11350,12433,14123,14046,12645,12361,10816,12429,11278,0
전라남도,9598,7689,7688,6342,6589,6206,5351,5616,4986,3715,4032,3987,3260,3628,3877,3165,3952,3549,3275,0
경상북도,177299,185878,162414,159985,174896,148065,147367,155982,133578,125954,106702,123973,115243,119166,119549,134328,108602,95840,88416,0
경상남도,12478,11766,8670,7091,6714,6509,9226,7360,6307,6144,5294,5203,5817,5240,6547,4243,4081,4055,5023,0
제주도,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,103,92,80,61,0
