시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,9620,11212,7177,8257,6604,6354,6960,7459,10201,13991,10854,9939,10875,12402,11651,15530,14910,11002,8219,0
서울특별시,3,5,2,0,2,0,0,0,3,4,7,9,5,7,7,0,2,1,1,0
부산광역시,2,6,2,2,4,5,3,16,3,2,0,7,8,9,8,6,17,15,5,0
대구광역시,112,115,97,85,72,101,82,92,145,132,170,108,122,125,150,131,85,63,43,0
인천광역시,34,47,39,39,29,48,48,24,77,111,151,118,150,159,224,161,162,181,127,0
광주광역시,12,7,10,11,24,12,14,33,8,30,22,18,37,13,27,32,16,14,18,0
대전광역시,2,17,15,5,5,11,12,17,28,24,37,26,59,83,74,59,54,19,18,0
울산광역시,11,14,9,10,14,2,3,8,9,16,40,13,18,14,14,31,54,50,30,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,41,30,33,0
경기도,986,820,666,508,635,654,742,774,899,1256,818,864,1161,958,1105,1539,1794,926,784,0
강원도,206,337,168,113,126,113,181,186,247,189,246,232,246,234,266,494,516,445,374,0
충청북도,745,861,510,460,327,464,635,656,825,1930,1058,881,900,469,400,659,608,1198,346,0
충청남도,2385,3006,1465,1012,1097,818,954,1447,1810,1827,1198,1485,1832,1669,1704,2273,1908,1524,1247,0
전라북도,1719,2495,1287,1434,1739,1383,1534,1400,2397,3374,1522,1349,1695,2940,2823,4249,4199,2116,2347,0
전라남도,327,464,293,293,275,221,358,388,461,778,747,961,959,1135,1224,1563,1292,952,585,0
경상북도,1865,2072,1867,3370,1593,1920,1785,1813,2646,3455,4001,3187,2612,3669,2746,3338,3274,2783,1752,0
경상남도,446,459,442,474,437,422,493,503,474,547,626,548,694,686,684,944,886,682,504,0
제주도,765,487,305,441,225,180,116,102,169,316,211,133,377,232,195,2,2,3,5,0
