시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,337345,259094,281584,273922,277283,318749,320466,317031,319043,252685,368486,302909,314022,379706,318168,339107,330886,371651,328198,0
서울특별시,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,23,8,4,0
부산광역시,55,2669,2656,622,735,113,795,0,840,84,3338,1169,879,794,1498,754,780,995,838,0
대구광역시,527,1530,563,396,442,217,0,234,0,0,0,0,618,218,1782,3984,4852,6660,7382,0
인천광역시,44,0,80,0,65,0,21,0,220,53,141,0,51,39,42,0,653,200,79,0
광주광역시,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,251,5,1106,0
대전광역시,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,0
울산광역시,0,0,0,0,31,221,275,88,41,0,0,0,0,0,74,0,53,103,34,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0
경기도,131,3542,904,1469,2708,1756,1964,1482,2271,316,3621,5521,4771,3034,5952,1880,2374,3136,3376,0
강원도,39161,44361,49519,57144,55597,61674,60848,48770,68249,27529,57298,43865,37727,60503,45257,65661,46793,52894,67998,0
충청북도,17125,7483,9677,6083,10730,12547,12804,15186,9183,12677,15866,8436,9532,8664,4344,9220,14864,8995,10197,0
충청남도,40853,16883,25082,25422,24829,20667,18369,17723,18485,10690,18534,19775,13516,20418,11803,10663,16193,7061,9569,0
전라북도,5494,14064,7484,7576,4699,5500,2956,6274,7062,2774,11693,9600,13425,12355,7456,6381,11859,8690,4734,0
전라남도,75533,49484,45283,50130,47210,62069,77964,59568,47235,69048,100604,62406,55028,104648,74404,112229,96030,115352,118898,0
경상북도,13055,12779,10384,9978,13284,23820,23164,34323,30495,25747,29692,30366,27971,35997,26679,22209,24507,15181,16872,0
경상남도,859,3514,1047,1269,533,6962,2320,2713,734,1133,3414,2545,1228,2237,5043,6600,2886,3914,2881,0
제주도,144508,102785,128905,113711,116420,123151,118986,130636,134228,102634,124285,119226,149276,130799,133834,99526,108768,148453,84197,0
