시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,1725006,1323138,1234632,1522224,1118547,1289459,880026,1296363,1192413,903563,1369967,951862,1236254,938758,1009050,769543,875499,883886,765151,769041
서울특별시,1098,796,741,1863,1439,2265,1060,1845,1744,646,1571,961,1020,1055,597,312,469,536,604,304
부산광역시,4920,2714,1890,1408,2350,2300,1750,3262,1910,462,9156,16214,6482,1542,4954,2724,3022,5737,5202,9280
대구광역시,6750,3330,3767,5108,5802,7592,4010,5790,5644,3458,5704,2269,4262,5606,2036,1298,2518,3904,3905,2952
인천광역시,29930,11463,17554,34542,23672,26842,17456,19884,31696,15719,24068,11089,20252,18230,20188,9636,12144,19645,18952,17883
광주광역시,69336,59670,60740,59294,35258,26758,20168,20524,16474,16586,21742,17592,19850,15064,28616,23124,21632,9672,12824,4034
대전광역시,4212,3188,4656,4454,2997,3732,3625,3916,3025,1863,4883,2032,3507,2515,4924,2322,2250,2541,2394,2148
울산광역시,11698,6070,6250,7684,5646,8752,8414,9144,7228,9450,10684,6322,11498,9536,13890,3686,9094,10646,4562,5647
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5367,958,2634,3878,2283
경기도,210816,178507,137252,196075,155055,162592,118625,182253,188691,109435,226223,146284,160553,169493,170647,122146,126798,174620,163846,109649
강원도,52796,33509,33894,50390,42501,51458,30704,47211,36627,26276,58617,42519,49452,47689,48497,41865,37739,50518,57231,57316
충청북도,32982,20198,36822,42117,33885,37498,27497,47571,32065,34952,43510,20038,33986,18280,14459,20016,46064,38555,26233,23017
충청남도,194741,141248,155008,222458,143244,151410,133113,162144,158654,108772,259380,166095,165560,161471,253990,143915,159195,119820,110238,101074
전라북도,455009,358820,352982,449528,290639,344994,242537,269145,270853,195709,338285,236478,398521,245877,170226,154568,161796,203099,159007,225257
전라남도,331259,257074,214078,241334,168043,218548,144772,193735,135954,128785,216880,186602,202228,135365,155756,152374,173599,150921,120351,139226
경상북도,99386,71109,80264,92146,64271,85359,56908,67595,59382,39510,60077,44690,51114,48862,57108,39632,66174,44630,27439,39065
경상남도,99791,63910,66734,88069,66285,77944,51162,61197,47442,29882,66212,32101,49372,37698,49680,23732,52047,44810,48488,29908
제주도,120282,111532,62000,25754,77460,81414,18224,201146,195026,182058,22972,20574,58600,20474,13482,22826,0,1598,0,0
