시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,417160,386348,316568,451861,443265,431464,467426,470745,418368,307820,290494,172599,282212,302731,260975,238014,265757,203166,200732,132580
서울특별시,2154,1878,1747,1637,1598,1082,958,1052,974,0,0,375,426,461,497,311,407,351,290,231
부산광역시,283,350,201,489,484,1039,902,933,1401,361,308,137,76,318,176,675,570,216,640,332
대구광역시,282,368,284,410,389,641,346,177,99,81,139,90,82,65,38,202,129,199,222,110
인천광역시,1856,1081,1354,1903,1729,2309,2432,1793,2024,1192,1038,448,970,924,1498,1784,1860,1529,1506,1856
광주광역시,3004,1553,1299,2175,1829,1162,1290,1036,2310,404,548,235,509,580,564,705,832,573,551,200
대전광역시,4522,4837,4096,5433,3725,4934,4113,4570,3332,1247,1357,828,969,946,1235,2459,3403,2258,2550,1244
울산광역시,25594,20223,5269,23544,19965,17895,18674,22541,19490,13874,11761,7598,9874,14605,5270,5272,5666,5268,3898,1355
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3061,3758,2244,1602,1287
경기도,68668,61648,56572,70845,75220,73701,75124,83035,76821,50505,54304,45750,47452,49905,48384,46144,44122,36231,33076,26255
강원도,5986,5906,4801,7576,5440,3967,4509,7589,3498,2100,1890,1781,2062,1553,1919,2320,3387,2274,3080,1185
충청북도,25123,28285,19171,23545,26684,24286,22439,21609,19600,17439,15222,11228,11803,11647,10034,7597,8949,5336,8196,4157
충청남도,65013,78849,76889,101090,105457,83790,96803,88460,90503,61317,52255,30558,58802,58354,55898,51179,64711,52685,52597,41710
전라북도,22805,19541,24163,28509,27657,21215,23184,19080,14495,14415,14373,7896,13048,16966,12916,15446,20808,14466,15308,11145
전라남도,102577,78243,72755,105417,88502,102638,117358,127188,104845,86254,75069,26801,87893,94913,85980,69119,68601,51530,50582,27788
경상북도,57020,61632,34684,48945,54400,54836,61945,55511,47701,36167,39548,30309,33387,30859,24800,23664,28449,19831,21378,10796
경상남도,31939,21444,12993,29709,29651,37410,36579,35536,31087,22290,22534,8511,14682,20268,11562,8077,10104,8166,5245,2924
제주도,334,510,290,634,535,562,771,633,186,175,148,53,176,367,203,0,0,9,11,6
