시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,69882,56052,52917,59151,55371,56316,42594,46556,47688,41492,49481,48589,50456,41777,39007,34094,28555,33148,31803,0
서울특별시,1057,2394,681,1034,1760,1604,1824,410,17,0,29,0,0,0,0,0,14,10,2,0
부산광역시,3629,915,2211,4045,3798,3422,799,1684,3366,2720,1278,2137,844,346,796,428,214,253,274,0
대구광역시,827,1066,1726,1165,1076,570,298,660,601,756,511,120,104,67,17,178,210,457,219,0
인천광역시,2336,1110,536,552,234,269,445,207,180,167,215,54,192,116,173,40,243,76,132,0
광주광역시,573,230,199,311,271,186,288,236,93,106,97,96,169,64,77,21,43,28,41,0
대전광역시,716,327,113,256,128,109,19,102,70,34,17,33,33,54,33,0,41,0,13,0
울산광역시,1224,631,896,1001,612,719,454,175,231,122,133,162,428,234,64,25,78,113,90,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,0,0
경기도,5428,3212,2768,3579,4749,2998,2587,3175,2782,1491,2342,1403,1616,812,2156,1738,1426,1751,2551,0
강원도,2619,1807,842,1170,1426,1223,536,991,1101,930,725,593,530,917,361,213,181,142,745,0
충청북도,1002,434,482,391,509,293,137,195,185,148,474,334,584,133,145,45,489,61,214,0
충청남도,1717,1602,1071,1135,965,975,936,651,432,1184,1224,749,1274,506,167,476,433,618,480,0
전라북도,3200,2035,1747,2711,1701,1133,708,2234,1186,2129,1661,932,996,823,641,795,957,978,661,0
전라남도,20074,21381,19099,17469,15103,15439,12538,13508,11796,4566,7479,9626,13343,9760,9473,7735,7063,6467,7690,0
경상북도,6225,5053,5978,4918,3984,6425,2219,2044,3609,3637,4328,3025,3154,2067,2219,2593,3720,7575,2356,0
경상남도,18655,13015,13696,17902,17343,20005,18327,18867,20415,22751,27260,28461,25792,24466,21938,19330,13270,13798,15915,0
제주도,600,840,872,1512,1712,946,479,1417,1624,751,1708,864,1397,1412,747,477,153,789,419,0
