시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,197583,199869,163004,195361,235854,206589,207472,216030,171645,154165,152521,157409,145128,175405,157990,124020,114330,104362,96271,0
서울특별시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,896,1010,900,738,874,1753,1580,2222,1305,1014,791,698,393,697,452,489,247,245,223,0
대구광역시,1181,1223,1398,1565,3801,4101,3813,3173,1525,1588,1300,1212,852,751,748,65,39,42,289,0
인천광역시,0,52,0,42,30,170,292,0,0,35,85,128,116,116,106,0,0,0,0,0
광주광역시,3553,3409,2471,870,2374,3443,3428,2123,1317,1452,1410,1104,932,1166,1325,1848,1456,1088,1302,0
대전광역시,30,76,0,207,186,85,85,102,0,7,0,0,0,0,0,0,28,30,13,0
울산광역시,3246,5408,2799,3191,2896,4770,5711,6079,3689,3428,3089,3516,3366,4073,4155,3266,2726,2793,2561,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도,29,179,232,35,91,0,0,128,13,35,43,17,25,0,8,33,36,27,117,0
강원도,385,231,252,194,201,298,186,107,29,88,77,54,39,65,66,32,30,4,14,0
충청북도,0,318,198,0,0,0,38,612,63,0,0,0,10,0,0,15,22,0,7,0
충청남도,2451,2152,2667,1485,1892,1535,1388,1461,537,174,327,315,690,645,533,267,372,244,353,0
전라북도,2893,2314,2062,2062,1713,748,770,1413,678,538,553,1025,854,805,734,219,753,1080,422,0
전라남도,64018,59012,60332,63422,55039,51692,51979,58219,45971,34148,36454,29492,31288,36180,33966,31573,33574,29419,22529,0
경상북도,14493,23840,22640,23313,21462,18039,16332,21697,12371,10641,9488,9352,8618,7233,6936,5283,5360,4948,4412,0
경상남도,102194,98346,65641,96813,144064,117788,120337,117294,103162,99722,98303,110004,97455,123283,108433,80455,68933,63782,63656,0
제주도,2214,2299,1412,1424,1231,2167,1533,1400,985,1295,601,492,490,391,528,475,753,660,373,0
