시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,1073708,933095,745203,947797,1023331,889619,1213375,1035076,1372291,1411646,1520016,1195737,1294009,1589957,1093932,1298749,1144493,1520969,1594450,1168227
서울특별시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,29,12
부산광역시,363,308,176,392,316,372,1129,348,1005,1146,444,819,1901,1163,1119,1564,621,1501,1049,988
대구광역시,5465,6281,8253,11132,14090,4703,4846,6714,8464,7616,7370,5033,5596,7307,2727,15425,20634,24662,26244,31861
인천광역시,222,686,255,698,987,732,1359,914,917,1726,951,1298,573,1344,708,2116,1803,1954,3397,1563
광주광역시,222,1022,186,860,1925,1365,1214,3394,3026,3797,9308,9744,4317,5501,6140,2451,2687,3836,2321,2591
대전광역시,44,0,0,0,55,45,53,123,189,80,251,118,126,265,57,125,255,289,198,119
울산광역시,907,511,431,975,2105,1350,1939,2648,1698,2101,2723,1826,2179,3500,1860,1415,1097,4212,3122,1657
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,121,184,232,303
경기도,1323,1374,463,1214,2133,782,2439,1215,917,1420,4000,5178,4653,8853,8192,13120,12755,28031,32282,20525
강원도,10969,3179,3313,4872,3392,510,1969,679,2001,2139,1131,1459,1070,2043,1852,996,1962,3334,6112,4455
충청북도,1566,2455,1811,4745,5051,2575,2230,3214,2329,3436,1965,3933,4621,3701,4057,3534,3262,4605,6729,3275
충청남도,11484,10641,9821,11984,15894,7116,16404,18044,22853,15560,29307,24209,18777,47988,24539,28405,41141,68687,51922,45885
전라북도,24242,28612,19674,27356,37742,29486,37410,59255,59566,76155,66138,75542,72143,110980,75208,59351,101600,163291,188857,90175
전라남도,518530,446844,408110,524744,521677,479252,678843,535704,750714,751059,780648,582994,580151,763335,543208,569472,514896,558659,581958,452737
경상북도,191272,185849,112155,155622,177569,140207,175358,157341,186610,178230,169395,152452,177115,187158,134423,146390,124702,212066,247231,191509
경상남도,230375,190281,127140,146649,193610,167712,205558,196688,271633,306291,357453,282022,379299,383139,247845,353063,239459,361120,353752,248082
제주도,76724,55052,53415,56554,46785,53413,82625,48794,60369,60889,88932,49108,41488,63678,41997,101134,77476,84519,89017,72489
