시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,166275,187542,189413,200534,223701,193816,184497,189064,134939,134665,127756,134916,127398,133124,153882,207539,222284,206889,210345,0
서울특별시,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,2,0,0
부산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,58,77,0
대구광역시,2624,3142,2827,2969,4611,3383,2721,3468,2762,2521,2748,2543,2203,2673,2760,3500,3351,2579,2529,0
인천광역시,284,371,370,245,319,303,305,218,13,135,123,120,139,107,73,116,54,58,100,0
광주광역시,150,217,241,165,448,99,114,203,181,169,133,154,145,67,142,451,502,712,994,0
대전광역시,857,912,803,1045,1021,733,575,263,213,56,81,67,50,49,70,538,510,555,450,0
울산광역시,74,245,187,299,258,0,4,0,0,0,0,0,15,48,56,190,146,148,96,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5229,6578,4876,5524,0
경기도,14926,17492,19044,18283,23427,18664,19585,18482,11330,9378,8162,6844,6237,6151,6816,12543,14515,9309,7218,0
강원도,6560,6897,7671,7962,9177,9155,8083,8456,4910,3654,3524,2407,2289,3478,3619,4012,4009,3861,4224,0
충청북도,31229,35006,36883,35896,50352,44979,38318,43976,33516,33567,28491,29592,25991,25308,32592,48272,51624,50690,55465,0
충청남도,11981,12014,13802,13709,16257,9611,11562,9983,9755,9268,6338,5123,4504,4158,4108,3871,4057,3805,3205,0
전라북도,9760,9726,9595,13029,13211,13211,12615,10996,8576,9473,8653,9774,7194,8162,8111,12923,14054,13296,13727,0
전라남도,4460,7366,8584,8011,6751,4050,4773,6898,3324,2922,3121,3092,2068,1895,2252,6841,4861,4364,6187,0
경상북도,74129,86348,82209,92356,91795,85318,81027,81525,57141,60587,63061,72239,72883,76988,89403,105700,114007,108693,105669,0
경상남도,9241,7806,7197,6565,6074,4310,4815,4596,3218,2935,3298,2950,3680,4040,3880,3319,3941,3862,4876,0
제주도,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,33,24,21,4,0
