시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,737481,709485,722521,916225,638825,755049,669569,693841,599065,575166,671696,467998,575903,645955,501979,576720,700155,629621,660992,0
서울특별시,12880,10833,4831,7054,5531,10103,4943,5938,4155,582,243,40,509,80,40,1035,1485,1360,1359,0
부산광역시,74736,55801,59610,65774,57955,62413,51325,46953,60969,39483,43193,25944,27712,28078,30824,23584,27437,22345,24297,0
대구광역시,18239,18571,15838,14502,13682,7988,6773,8471,4599,7259,8577,4194,4920,4078,2169,11237,9678,15170,9253,0
인천광역시,18506,18276,20880,22196,16897,12348,10706,17232,10256,9342,17502,9930,9620,7000,8761,3766,6073,5563,6355,0
광주광역시,2992,976,722,1756,862,448,123,514,64,486,1067,357,46,0,112,114,376,360,54,0
대전광역시,3275,3119,3685,3628,1502,1128,1085,2776,826,658,1227,392,278,690,236,1257,942,608,520,0
울산광역시,1807,1620,2066,3568,1354,2193,1732,848,480,412,750,270,972,454,332,544,1043,1557,1399,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268,2304,3295,978,0
경기도,144146,170778,158143,189274,126563,141692,126464,136501,123103,107765,160328,88538,106042,120659,81167,92117,108700,118655,108150,0
강원도,17160,22448,19360,23436,20320,29743,34200,35373,23044,35875,41105,28876,55509,96624,49510,25971,47172,40675,53782,0
충청북도,40708,30950,33507,39266,21054,37008,31734,34138,21817,23274,33979,19818,26080,27334,23240,23817,34097,24611,28325,0
충청남도,29817,34409,41922,37709,29399,29718,20142,21416,16918,25733,29588,15331,17031,14272,12019,28598,28590,34755,21756,0
전라북도,53912,47791,35631,55780,45346,45040,48470,50476,39798,46115,50751,45306,27239,56460,46381,74312,42844,54394,49293,0
전라남도,236224,199955,225976,334368,219216,268655,243961,237735,213111,202490,185978,166930,228642,221204,193629,226846,291228,232521,272258,0
경상북도,57762,45184,49672,57481,35140,52560,48215,51275,34358,35861,46956,39862,37394,38614,34110,28451,46285,34918,39802,0
경상남도,19275,31687,31518,43551,26250,43540,29594,27213,22023,20497,37171,13510,22295,15498,15815,20865,26201,26753,22277,0
제주도,6042,17087,19160,16882,17754,10472,10102,16982,23544,19334,13281,8700,11614,14910,3634,9938,25700,12081,21134,0
