시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,31043,23818,11977,20863,23461,15489,17506,19472,12780,12703,9515,9690,12392,12158,11678,13575,14258,12727,12986,6795
서울특별시,5,5,1,1,5,3,3,4,3,1,2,1,2,3,2,1,1,1,2,1
부산광역시,36,31,7,19,25,21,23,49,39,28,15,20,54,27,25,12,19,20,20,10
대구광역시,232,119,79,173,220,133,120,175,75,161,106,118,117,85,104,82,82,69,86,42
인천광역시,95,90,70,56,51,57,47,27,50,33,29,31,28,56,54,60,66,51,71,39
광주광역시,244,268,116,243,195,103,153,200,71,78,74,63,88,108,75,104,100,89,86,69
대전광역시,97,65,23,53,61,39,43,33,26,32,22,48,50,53,50,40,29,32,26,11
울산광역시,107,88,45,51,78,40,28,30,34,26,41,30,55,54,33,39,42,50,46,21
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,50,57,25
경기도,1400,1288,763,840,921,791,928,822,833,638,386,536,506,619,602,853,855,820,1116,437
강원도,673,482,369,344,491,348,339,382,404,222,185,229,189,255,281,306,327,325,440,193
충청북도,2640,2190,1355,1628,1849,1467,1267,1317,1400,1100,842,1123,1086,1339,1236,1466,1142,1188,1317,546
충청남도,2935,1976,1252,1393,1402,1168,1172,1332,1132,963,700,796,1050,1320,1289,1296,1357,1059,1262,639
전라북도,2609,2173,1002,1982,1683,1349,1844,1965,997,1312,713,822,961,1058,1121,1611,1661,1503,1639,598
전라남도,8090,7701,2983,6662,7267,5318,6186,7120,3571,4384,2442,2190,3631,2927,2932,2770,3426,3036,2625,1325
경상북도,7357,4963,2816,4440,5718,2714,3163,3642,2675,2548,2562,2419,2744,2921,2628,3214,3088,2619,2700,1739
경상남도,3064,1857,860,1840,2068,1299,1429,1754,859,758,1239,1025,1491,1026,1042,1343,1646,1594,1361,1002
제주도,1459,522,236,1138,1427,638,762,620,613,420,157,237,338,307,205,334,389,221,133,97
