시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,482236,358901,281263,406735,331468,267718,252134,263935,253291,215313,225556,208687,236397,228155,251774,186759,197578,273477,192948,0
서울특별시,50,86,2200,3154,2509,40,68,42,28,0,0,100,100,0,0,0,73,47,35,0
부산광역시,12900,11878,5958,5780,5774,8488,5124,6826,6163,4602,3744,7029,6229,6004,4535,2740,2306,3925,3406,0
대구광역시,2008,1427,651,456,1644,618,245,186,216,192,136,149,32,474,137,156,330,752,193,0
인천광역시,3972,2528,1804,1149,1382,2044,1544,1122,1732,606,1298,588,967,967,1741,810,2696,3000,2225,0
광주광역시,1170,3134,3794,2426,322,1480,2233,482,384,318,873,562,831,38,0,72,184,261,242,0
대전광역시,322,274,392,575,657,401,436,354,84,36,157,253,112,194,52,293,350,90,120,0
울산광역시,1656,1876,1243,1188,1416,1148,748,616,290,522,844,658,876,744,186,460,687,1178,996,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,301,306,195,0
경기도,26995,18359,19819,17700,18735,15490,14080,9474,5252,5765,9285,6349,9228,16878,17640,15575,10210,16001,14736,0
강원도,10533,7543,4369,10570,7555,3323,2663,2951,2581,2816,3211,4401,2259,3595,1087,1512,1896,3466,5100,0
충청북도,7178,5304,5870,5144,6211,7867,4382,7799,6343,5848,3678,5481,9765,4745,3246,6314,4255,4726,3739,0
충청남도,142677,92155,92956,97532,85800,76237,61766,61697,52543,54359,51684,51768,45294,52306,44006,47004,73450,99140,68703,0
전라북도,16532,16187,9775,14760,11469,6605,4157,6852,7084,5990,5229,4965,8644,3836,10063,7662,3150,5120,5583,0
전라남도,184658,113604,67258,170233,114364,86343,110814,115123,124926,84795,94351,77006,110613,95467,133942,56453,37014,92252,52730,0
경상북도,19877,16954,15261,14448,20020,15720,10329,9442,10421,11249,14126,13489,10007,10318,13231,13583,18800,11850,10845,0
경상남도,21366,23261,14087,15291,20740,19432,8655,7419,6225,4679,7122,5124,5089,3997,3530,3158,4839,8021,6520,0
제주도,30342,44331,35826,46329,32870,22482,24890,33550,29019,33536,29818,30765,26351,28592,18378,30731,37037,23342,17580,0
