시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,399151,302337,334784,312722,254087,281384,253448,247102,211103,136504,144493,202827,200895,183287,149607,141239,255261,278383,233959,0
서울특별시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,290571,215921,238289,231642,196058,214406,208119,197399,180776,117534,123344,175221,185655,161410,136675,120879,227851,244705,218631,0
충청북도,1637,201,1267,836,1233,295,0,0,162,0,0,0,0,0,0,0,0,0,0,0
충청남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전라북도,69390,45800,54553,42362,24744,23091,22549,20326,20200,8463,12710,11916,8258,7812,4020,3612,3735,1266,1634,0
전라남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,15412,13961,18153,15864,16119,26861,14931,18223,4470,4804,3490,10778,5091,13121,7636,13317,23375,32412,13694,0
경상남도,22141,26454,22522,22018,15933,16731,7849,11155,5495,5703,4949,4912,1891,944,1276,3431,300,0,0,0
제주도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
