시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,113121,88762,93960,71552,63515,71189,85977,76338,58896,55382,74536,72490,61554,78760,58487,88220,98430,95574,82719,0
서울특별시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,74033,60702,66673,48840,48209,56835,75962,70652,51300,50425,73346,69424,56480,74191,56300,82253,87603,86794,76173,0
충청북도,389,593,499,783,0,324,0,0,0,0,0,1027,0,0,0,0,0,0,0,0
충청남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전라북도,18960,15831,13288,10034,7447,5978,5025,2078,3494,630,78,1054,2007,2788,702,3353,5777,5741,5538,0
전라남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,11736,4095,7590,9075,5148,5658,3039,2440,283,357,306,704,2106,1781,1485,2614,4863,1712,1008,0
경상남도,8003,7541,5910,2820,2711,2394,1951,1168,3819,3970,806,281,961,0,0,0,187,1327,0,0
제주도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
