시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,403583,433165,365354,357180,367517,407621,435686,470865,494491,460285,379541,394596,493701,474712,582846,576369,545349,475303,535324,422115
서울특별시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,0,0,0,0,0,0,0,0,0,21,19,18,74,25,27,89,13,15,55,28
대구광역시,878,1238,939,900,960,1688,1263,1974,1961,1168,1053,1195,1185,1262,1548,1627,1322,509,378,647
인천광역시,0,0,0,0,37,0,20,0,0,0,0,0,0,0,0,81,21,50,87,63
광주광역시,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,20
대전광역시,374,376,140,357,385,514,427,624,524,219,33,29,43,70,51,322,199,153,90,11
울산광역시,307,367,260,328,364,27,28,29,54,21,19,0,49,51,80,342,327,167,19,61
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,157,198,0
경기도,5778,6032,4658,4356,3836,5060,3998,4773,2995,2900,1952,2047,2784,2272,2740,2234,1762,992,1699,1563
강원도,3275,2905,2144,2023,1506,1762,1176,1638,1497,1522,1027,1422,2578,2225,4472,5778,5550,5506,10486,8215
충청북도,53015,56677,51218,44928,46964,50112,53202,65577,70234,64973,42387,53641,63177,56667,69242,69846,66661,51580,52376,42477
충청남도,41447,37570,35430,35828,38989,31759,29487,33149,29731,21664,21271,17936,22619,23427,24560,26924,29343,17878,24189,17147
전라북도,11635,9004,8694,11469,11391,16186,21403,29375,26074,30408,27252,25191,30432,28598,34688,41008,40694,28597,40020,22804
전라남도,713,3002,2875,4045,4410,3340,3415,4440,3435,2443,2088,1737,4489,5058,5320,9274,7621,3984,5471,2944
경상북도,242561,274900,230935,219048,219723,253441,271418,276888,304517,292707,240865,251661,309129,292340,372627,367710,338034,315230,338085,277942
경상남도,43588,41094,28061,33898,38952,43731,49847,52399,53469,42239,41575,39719,57142,62716,67491,51134,53782,50461,62136,48194
제주도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
