시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,37118,33153,33140,30237,31766,28594,26986,28416,26323,22414,24035,28278,29352,25062,20638,20758,24864,28351,27689,25372
서울특별시,1,1,3,3,6,3,1,2,0,1,2,3,3,4,3,1,1,0,1,1
부산광역시,25,16,13,17,17,41,26,31,32,24,29,39,49,25,21,22,23,26,27,31
대구광역시,329,320,290,271,254,186,180,248,242,229,212,263,242,180,143,405,468,487,504,418
인천광역시,162,134,108,111,118,93,94,85,58,58,77,83,97,87,105,75,66,61,66,91
광주광역시,48,47,40,45,41,42,35,41,28,33,25,41,37,47,33,36,44,36,44,35
대전광역시,21,12,13,14,11,6,11,16,12,7,15,21,20,29,23,22,28,29,31,21
울산광역시,36,36,38,29,33,44,40,46,45,42,66,67,43,62,50,45,69,97,96,81
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,36,37,47
경기도,909,748,663,708,735,558,588,558,553,549,666,744,767,704,656,653,845,877,881,1020
강원도,564,445,357,345,368,304,312,396,389,364,440,449,395,377,307,180,263,265,239,236
충청북도,863,681,602,605,662,631,583,650,668,623,674,792,738,611,539,571,659,708,797,780
충청남도,3315,2764,2580,2631,2759,2181,2422,2583,2339,2072,2363,2806,2910,2505,2149,2139,2643,3538,3418,2806
전라북도,739,621,589,614,685,592,628,705,672,581,673,733,725,676,601,862,1025,1316,1032,976
전라남도,15869,13963,14055,12276,12588,11211,10373,10486,9168,7484,7546,9115,8895,7374,5425,5099,6346,6030,5803,5326
경상북도,4578,3951,3937,3512,3868,3783,3408,3441,3492,3019,3518,4381,4495,3863,3402,3850,4734,6086,5998,5117
경상남도,6095,5801,5649,5036,5268,5105,4843,5403,5177,4354,4923,5725,6542,5538,5057,4651,5387,6614,6598,6266
제주도,3564,3613,4203,4020,4353,3814,3442,3725,3448,2974,2806,3016,3394,2980,2124,2125,2230,2146,2116,2122
