시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,4298,3760,3340,2166,3037,3266,2090,2558,2626,2711,2849,2214,2549,2397,3114,2230,2207,2154,2069,0
서울특별시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,166,289,59,48,48,94,102,154,137,294,150,91,93,93,158,0,11,10,5,0
대구광역시,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
인천광역시,5,4,2,2,7,2,0,0,0,0,0,1,0,3,3,0,4,2,2,0
광주광역시,2,3,2,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
대전광역시,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
울산광역시,46,52,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
경기도,19,26,22,39,28,1,10,7,13,17,0,18,11,35,34,14,47,23,34,0
강원도,713,397,396,243,342,183,151,135,114,193,282,162,100,82,108,321,165,134,293,0
충청북도,39,50,12,14,20,14,22,30,44,63,27,51,32,28,35,53,73,78,112,0
충청남도,196,118,85,143,95,93,109,145,52,50,37,46,30,40,30,12,44,42,32,0
전라북도,40,66,48,46,60,15,20,1,6,1,4,47,32,8,23,29,29,17,23,0
전라남도,85,49,56,51,31,33,47,27,12,60,70,48,36,61,43,15,23,24,50,0
경상북도,196,190,154,87,139,130,126,132,135,102,173,230,320,369,278,221,230,278,171,0
경상남도,461,525,420,319,190,300,303,412,430,444,399,430,396,248,958,666,637,679,621,0
제주도,2330,1991,2032,1172,2074,2401,1200,1515,1681,1487,1706,1081,1499,1430,1444,899,944,864,720,0
