시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,34847,26543,33232,33958,25734,28826,26146,26966,22224,24673,32855,25280,27015,14358,13707,13183,16274,14636,13111,0
서울특별시,28,16,24,26,22,14,2,6,16,0,0,0,0,0,0,0,0,0,0,0
부산광역시,320,418,354,304,218,244,172,186,114,134,6,6,16,12,12,8,22,12,10,0
대구광역시,221,186,120,190,158,60,110,82,100,8,22,12,4,2,24,108,42,128,116,0
인천광역시,367,236,254,162,174,166,158,198,94,16,16,4,8,16,14,136,38,10,16,0
광주광역시,214,128,192,178,90,48,92,50,38,54,62,62,98,42,8,48,44,46,26,0
대전광역시,44,40,72,44,36,28,18,18,24,8,6,0,0,6,6,0,0,10,12,0
울산광역시,85,80,92,136,58,88,48,24,18,10,22,14,8,14,8,4,14,6,52,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
경기도,4890,3332,3268,3478,2324,2712,1760,2042,1366,1004,1564,1296,1968,2422,2902,1902,1908,1748,1890,0
강원도,6254,4569,5301,4348,3209,4617,4387,4559,3624,3248,4350,3648,3445,3446,3221,3364,4102,3651,2984,0
충청북도,4031,2416,3059,2814,2124,2573,2102,2168,1886,1360,2028,1194,1610,1146,972,928,1322,1144,1088,0
충청남도,3051,2878,3912,2958,1744,2346,1690,1930,2146,1762,2402,1770,1722,1854,1168,1244,1550,1784,1078,0
전라북도,4056,3111,2980,3562,2211,1598,1377,2283,1398,1426,2235,1441,1459,1407,1964,1472,2030,1481,1233,0
전라남도,4076,3104,3228,3716,2144,3228,1868,2132,1262,1506,1862,1104,1102,1148,1066,840,996,1114,1122,0
경상북도,4114,3170,4268,3639,2414,3290,2502,3110,2614,2336,3015,2020,2384,2111,1578,2243,3164,2356,2406,0
경상남도,2265,1633,1604,1347,1242,914,832,1102,494,263,435,509,469,416,414,546,720,798,690,0
제주도,831,1226,4504,7056,7566,6900,9028,7076,7030,11538,14830,12200,12722,316,350,340,318,346,384,0
