시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,10234,8018,8796,7935,6502,7051,6311,6401,5553,4929,4691,5495,5498,5140,4721,4370,5385,5727,4980,0
서울특별시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,7277,5645,6284,5964,5107,5428,5190,5177,4813,4447,4153,4794,5099,4579,4368,3940,4733,4986,4597,0
충청북도,41,5,31,20,30,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0
충청남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전라북도,1844,1303,1424,1036,578,571,558,506,506,220,320,331,195,236,121,81,124,65,56,0
전라남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,372,399,481,399,415,612,356,471,122,123,88,278,130,298,208,284,522,676,327,0
경상남도,700,666,576,516,372,433,207,247,108,139,130,92,74,27,24,65,6,0,0,0
제주도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
