시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,20398,15725,12783,18189,16219,12436,10620,11451,11147,9940,10660,10224,10746,9451,9979,9190,9316,12533,8633,0
서울특별시,2,4,104,153,126,2,3,2,1,0,0,4,4,0,0,0,3,2,2,0
부산광역시,498,465,234,230,230,347,249,311,305,277,177,281,281,244,187,126,118,210,180,0
대구광역시,92,84,36,24,91,33,13,10,9,10,8,7,2,26,8,10,21,50,13,0
인천광역시,195,119,92,64,89,116,80,58,71,27,56,28,47,39,72,39,130,146,107,0
광주광역시,52,140,177,108,12,65,107,24,12,12,38,27,37,2,0,4,9,13,13,0
대전광역시,15,12,16,25,30,19,20,17,4,2,9,15,8,11,4,17,20,8,8,0
울산광역시,92,78,51,54,68,55,34,28,16,28,36,28,38,32,8,20,29,46,42,0
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,18,11,0
경기도,1103,792,851,855,894,572,592,435,254,294,466,323,456,682,674,764,525,792,722,0
강원도,485,376,228,571,388,153,123,136,123,154,159,215,116,172,62,85,116,179,324,0
충청북도,288,202,269,278,329,430,211,342,283,266,176,264,392,190,143,230,213,263,177,0
충청남도,6240,4776,4414,4639,4050,3593,2910,3076,2709,2472,2702,2676,2350,2132,1829,2442,3220,3576,3011,0
전라북도,730,696,390,557,477,292,182,283,301,277,246,237,356,194,481,386,170,357,296,0
전라남도,6610,4292,2897,7218,5894,3891,3847,4285,4747,3650,3956,3587,4109,3608,4636,2403,1583,4457,1938,0
경상북도,1071,876,833,778,1087,863,588,558,582,658,841,800,590,547,685,769,1047,646,582,0
경상남도,1185,912,619,686,918,928,451,364,331,251,366,263,259,211,183,153,251,400,346,0
제주도,1740,1901,1572,1949,1536,1077,1210,1522,1399,1562,1424,1469,1701,1361,1007,1728,1846,1372,863,0
