시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,25535,25317,24025,22906,21735,20656,19888,18277,17090,16239,15081,14353,13740,13127,12664,11164,10861,10303,9615,9091
서울특별시,75,78,78,68,54,45,39,41,41,2,3,24,24,24,24,14,18,19,16,16
부산광역시,25,26,24,22,23,68,65,47,64,59,23,22,11,18,12,44,39,29,27,26
대구광역시,24,28,28,30,30,42,37,17,33,31,10,10,10,8,3,23,17,17,16,14
인천광역시,117,126,131,123,149,230,233,184,261,258,238,221,205,179,164,157,132,121,118,126
광주광역시,120,113,87,92,90,82,71,39,94,64,51,43,41,49,43,41,39,45,32,15
대전광역시,309,290,288,306,261,275,244,223,187,127,94,75,67,67,73,137,138,133,134,97
울산광역시,1311,1353,1341,1315,1264,1239,1147,1027,907,840,783,656,648,595,567,555,422,361,327,293
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,156,129,92,113
경기도,4345,4314,4096,4044,3982,3530,3380,3343,3347,3026,2991,2911,2703,2577,2426,2248,2108,2018,1908,1921
강원도,644,614,562,539,516,333,300,264,237,218,161,164,132,137,134,159,190,182,204,140
충청북도,2141,2064,1863,1669,1401,1224,1112,943,785,712,647,575,531,526,502,412,399,405,362,315
충청남도,4595,4591,4515,4207,3940,3336,3248,2798,2773,2786,2668,2542,2382,2389,2334,2094,2119,2057,2012,1956
전라북도,1372,1321,1237,1122,1031,929,926,760,690,722,681,645,633,617,618,681,715,648,537,532
전라남도,4412,4453,4284,4061,3999,4460,4536,4622,4118,4079,3672,3638,3602,3457,3499,2499,2450,2330,2230,2143
경상북도,4359,4258,3858,3772,3515,3018,2793,2432,2197,1995,1849,1789,1748,1536,1422,1309,1287,1223,1165,1081
경상남도,1653,1672,1617,1521,1465,1822,1729,1515,1348,1312,1203,1030,996,935,835,641,633,585,435,303
제주도,33,16,16,15,15,23,28,22,8,8,7,8,7,13,8,0,0,0,1,0
