시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,76253,76724,63150,68379,67023,58703,60842,54885,50521,49976,47388,50454,50211,40739,39392,36636,32865,33630,35900,31146
서울특별시,34,25,26,29,28,23,29,45,26,11,10,19,22,47,24,8,11,8,8,9
부산광역시,114,77,60,62,69,59,57,75,60,38,60,65,85,48,67,59,68,71,83,82
대구광역시,224,222,193,249,214,247,204,215,198,200,174,147,186,146,142,118,111,91,108,98
인천광역시,856,819,750,805,829,700,677,605,599,562,560,618,651,589,610,393,311,363,386,362
광주광역시,717,545,567,551,498,563,581,651,638,612,501,459,634,437,409,337,269,328,303,110
대전광역시,199,178,151,213,171,113,135,125,108,107,105,131,147,92,84,90,73,81,64,52
울산광역시,232,210,203,242,234,242,207,170,197,136,173,146,218,186,160,153,157,186,199,184
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,122,150,154,126
경기도,6011,5099,4533,4788,5165,4393,4319,3935,3785,3688,3590,3587,3910,3235,3007,3065,2853,2703,2929,2586
강원도,5230,5124,4211,4348,4695,3982,4417,4170,3828,4080,3719,3896,3917,3515,3677,3092,2938,3069,3516,2251
충청북도,11211,11511,8199,9232,8750,7315,7337,5970,5458,5000,4683,4854,4273,3339,3260,3109,2605,2873,2885,2792
충청남도,8250,8245,6643,7250,6844,6088,6471,5999,5565,5229,4915,5305,5111,4244,4186,3577,3366,3136,3264,3318
전라북도,9121,9072,7462,8028,7581,6857,6998,6124,5573,5581,5592,5630,5962,4712,4507,5003,4402,4207,5004,4320
전라남도,10716,12153,9880,11181,10755,9666,9988,9049,8326,8431,7837,8813,9396,7412,6891,5924,4872,4882,5301,4682
경상북도,18527,18663,15706,16639,16541,14323,15305,13538,12075,12122,11157,12354,11002,8725,8583,7642,6524,6936,7370,7906
경상남도,4783,4754,4534,4714,4551,4090,4078,4196,4043,4138,4274,4362,4595,3989,3722,3829,4120,4470,4248,2186
제주도,28,27,32,48,98,42,39,18,42,41,38,68,102,23,63,55,64,75,74,82
