"시도별",2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"시도별",합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),10a당 생산량(생서) (kg),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),합계:면적 (ha),생산량 (톤),고구마:면적 (ha),10a당 생산량 (kg),생산량 (톤),감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),봄감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),고랭지감자:면적 (ha),10a당 생산량 (kg),생산량 (톤),가을감자:면적 (ha),10a당 생산량 (kg),생산량 (톤)
"계",37409,876725,12718,2147,273098,24691,2445,603627,14955,2253,336901,4886,3349,163634,4850,2126,103092,39400,982876,14727,2150,316703,24673,2700,666173,15072,2581,389028,4517,4082,184387,5084,1825,92758,34380,767134,14161,1898,268733,20219,2465,498401,12428,2435,302608,3848,3381,130106,3943,1666,65687,41711,987836,16570,2084,345239,25141,2556,642597,14937,2594,387458,4073,3102,126330,6131,2101,128809,49906,1176741,17178,1645,282526,32728,2732,894215,20035,2767,554467,4385,3517,154229,8308,2233,185519,40625,916927,16668,1715,285841,23957,2634,631086,14960,2799,418658,3971,2404,95443,5026,2328,116985,41514,926665,21093,1670,352269,20421,2813,574396,13033,2818,367277,3202,3516,112577,4186,2259,94542,39991,933943,19451,1693,329351,20540,2943,604592,13048,2930,382369,3364,3650,122781,4128,2409,99442,42314,941714,20918,1676,350661,21396,2762,591053,14198,2778,394418,3322,3487,115842,3876,2084,80793,44113,915637,19200,1557,298930,24913,2475,616707,16302,2415,393632,3801,3668,139423,4810,1739,83652,44844,877486,18040,1415,255284,26804,2321,622202,19126,2392,457584,3784,2509,94944,3894,1789,69674,47927,950202,22997,1490,342668,24930,2437,607534,17424,2396,417433,3793,3332,126371,3713,1716,63730,49637,1056954,22207,1484,329516,27430,2652,727438,20977,2722,571024,3751,2963,111125,2702,1676,45289,41987,912603,20515,1570,322071,21472,2750,590532,15596,2772,432342,2975,3647,108500,2901,1713,49690,39591,832393,19357,1522,294655,20234,2658,537738,14545,2526,367363,3403,3875,131867,2286,1685,38508,45151,896895,23151,1474,341225,22000,2526,555670,15259,2580,393670,3579,3407,121927,3162,1267,40073,42658,791715,21684,1499,324960,20974,2225,466755,14943,2152,321518,3244,3048,98895,2787,1663,46342,44350,853369,20948,1457,305304,23402,2342,548065,15819,2435,385244,3462,2652,91811,4121,1723,71010,48771,2567,1058743,21941,1679,368324,26829,2573,690419,18150,2567,465948,3844,3634,139676,4835,1754,84794,41991,495789,22262,0,0,-,-,-,16339,2303,376349,3390,3524,119441,-,-,-
"서울특별시",10,185,5,2092,105,5,1600,80,5,1598,80,0,0,0,0,0,0,9,214,6,2283,137,3,2567,77,3,2568,77,0,0,0,0,0,0,12,253,8,2055,164,4,2225,89,4,2235,89,0,0,0,0,0,0,13,293,9,2094,188,4,2625,105,4,2623,105,0,0,0,0,0,0,29,548,19,1590,302,10,2460,246,10,2456,246,0,0,0,0,0,0,34,745,19,1684,320,15,2833,425,15,2831,425,0,0,0,0,0,0,34,673,24,1684,404,10,2690,269,9,2685,242,0,0,0,1,2700,27,33,719,21,1782,374,12,2875,345,12,2872,345,0,0,0,0,0,0,32,699,18,1628,293,14,2900,406,14,2899,406,0,0,0,0,0,0,20,451,7,1429,100,13,2700,351,12,2731,328,0,0,0,1,2253,23,28,566,7,1415,99,21,2224,467,4,2273,91,0,0,0,17,2214,376,22,352,15,1414,212,7,2000,140,7,2004,140,0,0,0,0,0,0,35,597,27,1425,385,8,2650,212,8,2650,212,0,0,0,0,0,0,30,531,22,1420,312,8,2738,219,7,2888,202,0,0,0,1,1666,17,19,338,13,1571,204,6,2233,134,6,2226,134,0,0,0,0,0,0,12,259,6,1392,84,6,2917,175,6,2908,175,0,0,0,0,0,0,15,216,9,1210,110,6,1727,106,6,1726,105,0,0,0,0,1771,1,12,226,6,1312,78,6,2439,148,6,2454,148,0,0,0,0,1458,0,12,2560,228,7,1455,106,5,2462,122,5,2560,117,0,0,0,0,1229,5,13,177,6,0,0,-,-,-,7,2485,177,0,0,0,-,-,-
"부산광역시",90,1932,30,1800,540,60,2320,1392,45,2583,1162,0,0,0,15,1531,230,38,941,21,2408,506,17,2559,435,10,2528,253,0,0,0,7,2600,182,33,650,18,1773,319,15,2207,331,9,2418,218,0,0,0,6,1888,113,57,1317,28,2010,563,29,2600,754,7,2689,188,0,0,0,22,2573,566,93,2129,33,1845,609,60,2533,1520,22,2909,640,0,0,0,38,2316,880,62,1279,36,1636,589,26,2654,690,15,2656,398,0,0,0,11,2655,292,119,2684,44,1573,692,75,2656,1992,25,2656,664,0,0,0,50,2656,1328,95,1459,71,1180,838,24,2588,621,19,2805,533,0,0,0,5,1760,88,76,1058,61,1176,717,15,2273,341,11,2477,272,0,0,0,4,1731,69,89,1146,77,1144,881,12,2208,265,12,2209,265,0,0,0,0,0,0,119,1473,88,1003,883,31,1903,590,31,1905,590,0,0,0,0,0,0,142,1652,119,979,1165,23,2117,487,22,2156,474,0,0,0,1,1303,13,195,2773,143,1050,1502,52,2444,1271,36,2927,1054,0,0,0,16,1357,217,155,1872,133,975,1297,22,2614,575,22,2615,575,0,0,0,0,0,0,128,1535,99,888,879,29,2262,656,28,2291,641,0,0,0,1,1533,15,94,965,50,877,439,44,1195,526,19,1970,374,0,0,0,25,606,152,107,1385,54,949,516,53,1650,869,34,1820,613,0,0,0,19,1351,256,99,2167,46,2379,1098,53,2009,1069,38,1877,718,0,0,0,15,2343,351,121,2077,1509,56,687,387,65,1735,1122,45,2077,934,0,0,0,20,957,188,95,939,51,0,0,-,-,-,44,2158,939,0,0,0,-,-,-
"대구광역시",173,3883,37,1389,514,136,2477,3369,136,2477,3369,0,0,0,0,0,0,157,3028,44,1200,528,113,2212,2500,103,2226,2293,0,0,0,10,2071,207,126,2173,45,1150,518,81,2043,1655,81,2043,1655,0,0,0,0,0,0,136,2729,61,1666,1016,75,2284,1713,69,2284,1576,0,0,0,6,2283,137,194,4062,71,1507,1070,123,2433,2992,115,2451,2819,0,0,0,8,2163,173,183,4057,64,1688,1080,119,2502,2977,118,2502,2952,0,0,0,1,2500,25,164,3380,76,1380,1049,88,2649,2331,72,2737,1971,0,0,0,16,2250,360,185,4436,84,1673,1405,101,3001,3031,101,3001,3031,0,0,0,0,0,0,203,3646,109,1588,1731,94,2037,1915,90,2088,1879,0,0,0,4,900,36,232,3490,120,1276,1531,112,1749,1959,104,1789,1860,0,0,0,8,1239,99,200,3829,101,1299,1312,99,2542,2517,99,2542,2517,0,0,0,0,0,0,202,4428,96,1255,1205,106,3041,3223,106,3041,3223,0,0,0,0,0,0,288,5423,123,1306,1606,165,2313,3817,148,2349,3477,0,0,0,17,2000,340,165,2824,82,1009,827,83,2406,1997,74,2504,1853,0,0,0,9,1600,144,133,2344,66,1053,695,67,2461,1649,63,2540,1600,0,0,0,4,1227,49,200,4022,77,1030,793,123,2625,3229,118,2637,3111,0,0,0,5,2361,118,179,2967,78,993,777,100,2184,2190,95,2183,2072,0,0,0,5,2194,118,119,1889,58,940,541,61,2199,1348,56,2201,1231,0,0,0,5,2174,117,151,1782,2040,56,636,357,95,1777,1683,94,1782,1667,0,0,0,1,1403,16,155,1966,70,0,0,-,-,-,85,2325,1966,0,0,0,-,-,-
"인천광역시",402,7878,237,2089,4951,165,1774,2927,165,1774,2927,0,0,0,0,0,0,498,11568,317,2136,6771,181,2650,4797,181,2650,4797,0,0,0,0,0,0,448,8758,301,1821,5481,147,2229,3277,145,2236,3242,0,0,0,2,1729,35,571,14256,393,2335,9177,178,2853,5079,150,2853,4280,0,0,0,28,2854,799,723,13905,471,1714,8073,252,2314,5832,247,2314,5716,0,0,0,5,2320,116,679,13235,482,1658,7992,197,2661,5243,197,2661,5243,0,0,0,0,0,0,829,15260,646,1688,10904,183,2380,4356,182,2380,4332,0,0,0,1,2400,24,908,18060,709,1720,12195,199,2947,5865,182,2952,5373,0,0,0,17,2894,492,1013,20219,794,1701,13506,219,3065,6713,216,3079,6650,0,0,0,3,2100,63,908,17356,689,1538,10597,219,3086,6759,218,3092,6740,0,0,0,1,1900,19,896,13334,662,895,5925,234,3166,7409,233,3172,7391,0,0,0,1,1750,18,1120,15113,887,1156,10254,233,2085,4859,232,2087,4842,0,0,0,1,1690,17,1124,20162,894,1559,13937,230,2707,6225,230,2706,6225,0,0,0,0,0,0,1140,22664,931,1724,16050,209,3165,6614,207,3184,6590,0,0,0,2,1202,24,1002,15055,801,1256,10061,201,2485,4994,198,2500,4950,0,0,0,3,1450,44,1004,18853,833,1691,14086,171,2788,4767,166,2827,4693,0,0,0,5,1479,74,973,16488,826,1536,12688,147,2583,3800,144,2599,3748,0,0,0,3,1771,52,840,11810,680,1054,7165,160,2905,4645,155,2975,4615,0,0,0,5,626,30,940,2067,14978,744,1501,11163,196,1944,3815,180,2067,3711,0,0,0,17,622,104,1042,3728,869,0,0,-,-,-,174,2148,3728,0,0,0,-,-,-
"광주광역시",47,1153,29,2487,721,18,2400,432,11,2817,310,0,0,0,7,1737,122,76,1860,50,2432,1216,26,2477,644,20,2715,543,0,0,0,6,1690,101,93,2273,80,2397,1918,13,2731,355,13,2733,355,0,0,0,0,0,0,137,3447,107,2453,2625,30,2740,822,25,2774,694,0,0,0,5,2560,128,200,4770,136,2203,2996,64,2772,1774,30,2772,832,0,0,0,34,2771,942,110,2551,58,2193,1272,52,2460,1279,48,2456,1179,0,0,0,4,2500,100,132,3092,109,2163,2358,23,3191,734,14,3194,447,0,0,0,9,3189,287,133,2931,123,2136,2627,10,3040,304,10,3036,304,0,0,0,0,0,0,150,3320,103,2145,2209,47,2364,1111,32,2351,752,0,0,0,15,2393,359,132,3006,78,2151,1678,54,2459,1328,54,2459,1328,0,0,0,0,0,0,129,2632,92,2144,1972,37,1784,660,28,1758,492,0,0,0,9,1868,168,187,3896,167,2110,3524,20,1860,372,20,1861,372,0,0,0,0,0,0,196,3620,121,1867,2259,75,1815,1361,70,1814,1270,0,0,0,5,1818,91,161,3217,109,2078,2265,52,1831,952,52,1830,952,0,0,0,0,0,0,83,1433,67,1721,1153,16,1750,280,14,1762,247,0,0,0,2,1642,33,143,2946,82,1914,1569,61,2257,1377,61,2257,1377,0,0,0,0,0,0,176,3333,91,1613,1475,84,2208,1858,82,2219,1816,0,0,0,2,1837,42,131,2097,85,1580,1348,46,1646,749,44,1642,719,0,0,0,2,1720,30,116,2232,1844,72,1230,883,44,2174,961,41,2232,916,0,0,0,3,1411,45,123,767,82,0,0,-,-,-,42,1843,767,0,0,0,-,-,-
"대전광역시",105,1884,58,2255,1308,47,1226,576,47,1226,576,0,0,0,0,0,0,111,2560,59,2092,1234,52,2550,1326,44,2557,1125,0,0,0,8,2508,201,129,2678,71,1576,1119,58,2688,1559,51,2827,1442,0,0,0,7,1671,117,152,3277,75,1708,1281,77,2592,1996,67,2592,1737,0,0,0,10,2590,259,166,3733,85,1797,1527,81,2723,2206,80,2724,2179,0,0,0,1,2700,27,109,2343,65,1787,1162,44,2684,1181,44,2685,1181,0,0,0,0,0,0,155,3284,103,1886,1943,52,2579,1341,52,2580,1341,0,0,0,0,0,0,152,3543,93,1878,1747,59,3044,1796,59,3043,1796,0,0,0,0,0,0,149,2996,79,1834,1449,70,2210,1547,70,2210,1547,0,0,0,0,0,0,149,2497,82,1445,1185,67,1958,1312,63,1963,1237,0,0,0,4,1864,75,155,2557,64,1537,984,91,1729,1573,91,1729,1573,0,0,0,0,0,0,137,2196,84,1354,1137,53,1998,1059,53,1998,1059,0,0,0,0,0,0,161,3104,92,1461,1344,69,2551,1760,67,2579,1728,0,0,0,2,1619,32,130,2667,79,1480,1169,51,2937,1498,50,2964,1482,0,0,0,1,1610,16,120,2164,68,1514,1030,52,2181,1134,50,2204,1102,0,0,0,2,1624,32,135,2512,82,1370,1123,53,2621,1389,50,2679,1340,0,0,0,3,1629,49,94,1549,56,1466,818,38,1903,731,36,1884,682,0,0,0,2,2198,49,87,1555,44,1435,629,44,2127,926,41,2129,882,0,0,0,2,2130,44,114,2917,2428,62,1454,902,52,2913,1526,52,2917,1522,0,0,0,0,1820,4,116,997,71,0,0,-,-,-,45,2199,997,0,0,0,-,-,-
"울산광역시",131,2506,88,1872,1647,43,1998,859,41,2008,823,0,0,0,2,1792,36,127,2804,79,2030,1604,48,2500,1200,48,2500,1200,0,0,0,0,0,0,101,2139,67,1725,1156,34,2891,983,34,2892,983,0,0,0,0,0,0,125,3077,82,2352,1929,43,2670,1148,43,2669,1148,0,0,0,0,0,0,167,3975,103,1893,1950,64,3164,2025,59,3165,1867,0,0,0,5,3160,158,171,4560,98,1835,1798,73,3784,2762,69,3828,2641,0,0,0,4,3025,121,190,4441,115,1934,2224,75,2956,2217,73,2956,2158,0,0,0,2,2950,59,174,3773,98,1680,1646,76,2799,2127,76,2799,2127,0,0,0,0,0,0,194,4136,114,1692,1929,80,2759,2207,78,2767,2158,0,0,0,2,2425,49,153,2815,83,1690,1403,70,2017,1412,66,2005,1323,0,0,0,4,2215,89,202,4427,100,1664,1664,102,2709,2763,101,2714,2741,0,0,0,1,2200,22,182,4226,90,1649,1484,92,2980,2742,92,2981,2742,0,0,0,0,0,0,230,4848,115,1539,1770,115,2677,3078,108,2716,2933,0,0,0,7,2077,145,200,4528,108,1567,1692,92,3083,2836,92,3082,2836,0,0,0,0,0,0,152,3110,95,1543,1466,57,2884,1644,57,2885,1644,0,0,0,0,0,0,159,3103,94,1505,1415,65,2597,1688,64,2605,1667,0,0,0,1,2053,21,177,3515,111,1828,2025,66,2261,1490,63,2296,1449,0,0,0,3,1445,41,216,3163,119,563,670,97,2580,2493,94,2617,2472,0,0,0,2,975,21,227,2027,3010,107,563,604,119,2019,2406,118,2027,2397,0,0,0,1,952,9,196,1368,129,0,0,-,-,-,67,2033,1368,0,0,0,-,-,-
