"세종특별자치시",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,2618,106,1331,1411,51,2367,1207,51,2366,1207,0,0,0,0,0,0,145,2120,89,1163,1039,55,1950,1081,47,2128,993,0,0,0,9,1000,88,101,1582,70,1146,797,32,2485,785,31,2506,781,0,0,0,0,1052,4,112,2208,1679,61,945,580,50,2183,1099,49,2208,1091,0,0,0,1,887,8,109,821,63,0,0,-,-,-,47,1759,821,0,0,0,-,-,-
"경기도",4077,80567,3121,2092,65291,956,1598,15276,955,1598,15261,0,0,0,1,1500,15,4349,101779,3468,2283,79174,881,2566,22605,879,2568,22573,0,0,0,2,1600,32,3991,83422,3166,2055,65061,825,2226,18361,812,2235,18148,0,0,0,13,1636,213,4777,104927,3849,2094,80598,928,2622,24329,914,2623,23974,0,0,0,14,2536,355,5047,92010,3683,1590,58560,1364,2452,33450,1328,2456,32616,0,0,0,36,2317,834,4382,85112,3395,1684,57172,987,2831,27940,974,2831,27572,0,0,0,13,2831,368,5060,95656,4016,1684,67629,1044,2685,28027,1026,2685,27544,0,0,0,18,2683,483,4671,95482,3547,1782,63208,1124,2871,32274,1086,2872,31187,0,0,0,38,2861,1087,4770,92872,3565,1628,58038,1205,2891,34834,1170,2899,33915,0,0,0,35,2626,919,4863,88675,3358,1429,47986,1505,2704,40689,1419,2731,38751,0,0,0,86,2253,1938,4661,80906,2917,1415,41276,1744,2272,39630,1727,2273,39254,0,0,0,17,2214,376,5367,86382,3593,1414,50805,1774,2005,35577,1725,2004,34574,0,0,0,49,2046,1003,5777,108842,3594,1425,51215,2183,2640,57627,2140,2650,56714,0,0,0,43,2123,913,4982,95339,3284,1420,46633,1698,2868,48706,1671,2888,48256,0,0,0,27,1666,450,4703,85315,2952,1571,46376,1751,2224,38939,1722,2226,38338,0,0,0,29,2073,601,5745,108355,3827,1392,53272,1918,2872,55083,1869,2908,54358,0,0,0,49,1479,725,5692,86893,3881,1210,46966,1811,2205,39927,1765,2216,39117,0,0,0,46,1771,810,5545,92998,3712,1312,48705,1833,2417,44293,1764,2454,43299,0,0,0,68,1458,994,5838,2560,106824,3714,1455,54035,2124,2485,52789,2005,2560,51317,0,0,0,120,1229,1472,5227,40759,3586,0,0,-,-,-,1641,2485,40759,0,0,0,-,-,-
"강원도",8036,234281,296,1557,4609,7740,2967,229672,2895,2338,67685,4794,3363,161222,51,1500,765,7404,265269,322,1972,6350,7082,3656,258919,2626,2904,76259,4428,4115,182212,28,1600,448,6194,182394,354,1795,6354,5840,3014,176040,1994,2298,45822,3801,3399,129196,45,2271,1022,6697,195167,424,2066,8760,6273,2972,186407,2214,2715,60110,4014,3117,125116,45,2624,1181,7430,235318,507,1853,9395,6923,3263,225923,2573,2830,72816,4290,3534,151609,60,2497,1498,6741,167703,527,1744,9191,6214,2551,158512,2210,2799,61864,3951,2410,95232,53,2672,1416,5678,179694,628,1737,10908,5050,3342,168786,1872,3050,57100,3153,3522,111043,25,2572,643,5696,193074,583,1755,10232,5113,3576,182842,1787,3417,61062,3302,3663,120960,24,3417,820,5568,181244,579,1732,10028,4989,3432,171216,1678,3319,55699,3283,3492,114631,28,3165,886,6059,194105,477,1542,7355,5582,3346,186750,1793,2672,47907,3741,3689,138022,48,1710,821,6332,155244,516,1496,7719,5816,2537,147525,2071,2600,53841,3724,2507,93349,21,1593,335,6231,196572,491,1476,7247,5740,3298,189325,1947,3252,63322,3741,3343,125077,52,1781,926,6825,191441,576,1486,8559,6249,2927,182882,2548,2883,73465,3665,2962,108562,36,2375,855,5274,167404,516,1511,7797,4758,3354,159607,1802,2881,51919,2926,3655,106947,30,2470,741,5684,184661,514,1486,7638,5170,3424,177023,1781,2562,45629,3373,3885,131025,16,2305,369,5574,175848,437,2529,11052,5137,3208,164796,1586,2764,43835,3518,3421,120345,33,1866,616,5410,146091,519,1511,7842,4891,2826,138249,1639,2386,39125,3228,3056,98639,24,2023,485,5614,147361,466,1554,7240,5148,2722,140121,1666,2865,47731,3427,2664,91277,55,2017,1113,6476,2851,206375,563,1282,7218,5913,3368,199157,2103,2851,59973,3761,3679,138378,49,1635,805,5740,164214,551,0,0,-,-,-,1828,2496,45619,3361,3528,118595,-,-,-
"충청북도",1641,32077,552,1926,10632,1089,1969,21445,1087,1969,21403,0,0,0,2,2096,42,1865,40742,784,1981,15531,1081,2332,25211,1062,2329,24734,0,0,0,19,2508,477,1715,36675,821,1788,14679,894,2460,21996,888,2464,21880,0,0,0,6,1931,116,1976,44340,850,2008,17068,1126,2422,27272,1112,2422,26933,0,0,0,14,2421,339,2565,64923,836,1794,14998,1729,2888,49925,1640,2890,47396,0,0,0,89,2842,2529,2019,47079,828,1822,15086,1191,2686,31993,1170,2686,31429,0,0,0,21,2686,564,2199,44018,1160,1590,18444,1039,2461,25574,1030,2462,25354,0,0,0,9,2444,220,2419,50150,1240,1694,21006,1179,2472,29144,1164,2473,28781,0,0,0,15,2420,363,2670,62871,1351,1819,24575,1319,2903,38296,1308,2909,38049,0,0,0,11,2248,247,3125,61216,1435,1550,22243,1690,2306,38973,1673,2309,38626,0,0,0,17,2040,347,3402,76756,1264,1497,18922,2138,2705,57834,2102,2720,57164,0,0,0,36,1861,670,3401,60623,1685,1422,23961,1716,2136,36662,1679,2150,36107,0,0,0,37,1499,555,3747,83596,1615,1506,24322,2132,2780,59274,2080,2811,58475,0,0,0,52,1537,799,3019,61305,1416,1504,21297,1603,2496,40008,1494,2564,38301,0,0,0,109,1566,1707,2328,43145,1286,1547,19894,1042,2231,23251,1024,2243,22968,0,0,0,18,1572,283,2900,55894,1696,1532,25983,1204,2484,29911,1080,2573,27787,0,0,0,124,1713,2124,2783,48137,1571,1506,23664,1212,2019,24473,1146,2037,23338,0,0,0,66,1720,1135,2882,50449,1515,1251,18951,1367,2304,31498,1273,2355,29974,0,0,0,95,1608,1524,3069,2430,53827,1602,1206,19320,1467,2352,34507,1346,2430,32716,0,0,0,121,1477,1791,2933,29582,1663,0,0,-,-,-,1270,2330,29582,0,0,0,-,-,-
"충청남도",2418,44628,1143,1872,21397,1275,1822,23231,1260,1824,22982,0,0,0,15,1658,249,2913,63774,1501,1988,29840,1412,2403,33934,1369,2400,32856,0,0,0,43,2508,1078,2988,62292,1612,1882,30338,1376,2322,31954,1328,2345,31142,0,0,0,48,1692,812,3674,77670,1943,1929,37480,1731,2322,40190,1616,2329,37637,0,0,0,115,2220,2553,4073,94150,1944,1532,29782,2129,3023,64368,1970,3039,59868,0,0,0,159,2830,4500,3574,80145,1859,1554,28889,1715,2989,51256,1641,3012,49426,0,0,0,74,2473,1830,4725,99003,2958,1573,46529,1767,2970,52474,1611,2982,48039,1,3522,35,155,2839,4400,4580,98943,2967,1687,50053,1613,3031,48890,1495,3043,45497,0,0,0,118,2875,3393,5192,109292,2888,1765,50973,2304,2531,58319,2104,2536,53361,0,0,0,200,2479,4958,5365,111731,2342,1521,35622,3023,2518,76109,2490,2639,65721,0,0,0,533,1949,10388,5410,90831,2361,1054,24885,3049,2163,65946,2870,2183,62642,0,0,0,179,1846,3304,6598,107630,3394,1192,40456,3204,2097,67174,3070,2116,64976,0,0,0,134,1640,2198,6044,122635,3151,1491,46981,2893,2615,75654,2772,2655,73608,0,0,0,121,1691,2046,5680,119269,3158,1406,44401,2522,2969,74868,2329,3074,71589,0,0,0,193,1699,3279,5147,94129,2893,1251,36191,2254,2570,57938,2135,2629,56127,0,0,0,119,1522,1811,5432,97101,3507,1288,45170,1925,2698,51931,1820,2759,50221,0,0,0,105,1629,1710,5572,84819,3285,1242,40797,2287,1925,44022,2133,1955,41684,0,0,0,155,1511,2338,5384,89739,2965,1180,34984,2419,2264,54755,2210,2342,51762,0,0,0,209,1435,2993,5964,2474,107335,3044,1244,37872,2920,2379,69463,2596,2474,64224,0,0,0,323,1621,5239,5165,48042,3164,0,0,-,-,-,2001,2401,48042,0,0,0,-,-,-
"전라북도",3699,74483,1488,2015,29983,2211,2013,44500,1155,2272,26242,0,0,0,1056,1729,18258,4248,88787,1759,1984,34899,2489,2165,53888,1212,2634,31924,0,0,0,1277,1720,21964,3813,74549,1971,1833,36128,1842,2086,38421,797,2694,21471,0,0,0,1045,1622,16950,4881,110614,2369,2087,49441,2512,2435,61173,1029,2646,27227,0,0,0,1483,2289,33946,5771,121918,2597,1561,40539,3174,2564,81379,1530,2710,41463,0,0,0,1644,2428,39916,4259,93605,2448,1663,40710,1811,2921,52895,959,3059,29337,0,0,0,852,2765,23558,4915,99459,3045,1633,49725,1870,2660,49734,818,2686,21972,0,0,0,1052,2639,27762,5056,111048,2933,1666,48864,2123,2929,62184,1046,3100,32426,0,0,0,1077,2763,29758,5313,96698,3390,1558,52816,1923,2282,43882,928,2503,23226,0,0,0,995,2076,20656,4899,82859,2958,1426,42181,1941,2096,40678,929,2598,24132,0,0,0,1012,1635,16546,4751,74703,2797,1225,34263,1954,2070,40440,1115,2280,25422,0,0,0,839,1790,15018,5712,101038,4097,1650,67601,1615,2070,33437,962,2262,21761,0,0,0,653,1788,11676,5464,101305,3402,1530,52051,2062,2389,49254,1523,2652,40387,0,0,0,539,1645,8867,4842,97099,3125,1850,57813,1717,2288,39286,1071,2817,30171,0,0,0,646,1411,9115,4858,88970,3333,1698,56594,1525,2123,32376,867,2460,21328,0,0,0,658,1679,11048,5412,90940,3805,1613,61375,1607,1840,29565,933,2375,22158,0,0,0,674,1099,7407,5193,95423,3537,1814,64159,1656,1888,31264,955,1992,19013,0,0,0,701,1747,12251,5345,97478,3459,1615,55861,1886,2206,41617,971,2581,25052,0,0,0,916,1809,16565,6153,2838,115640,3572,1645,58767,2580,2204,56873,1227,2838,34811,0,0,0,1353,1630,22062,4644,25183,3539,0,0,-,-,-,1105,2278,25183,0,0,0,-,-,-
"전라남도",4306,109443,2470,2430,60021,1836,2692,49422,1623,2817,45720,0,0,0,213,1738,3702,5335,131654,2968,2427,72033,2367,2519,59621,1905,2715,51721,0,0,0,462,1710,7900,4643,108220,2687,2132,57287,1956,2604,50933,1731,2733,47308,0,0,0,225,1611,3625,5970,141492,3212,2174,69829,2758,2598,71663,2205,2774,61167,0,0,0,553,1898,10496,7494,158292,3475,1561,54245,4019,2589,104047,3193,2772,88510,0,0,0,826,1881,15537,5894,128512,3542,1876,66448,2352,2639,62064,2062,2737,56441,0,0,0,290,1939,5623,6437,136906,4629,1783,82535,1808,3007,54371,1518,3194,48487,0,0,0,290,2029,5884,5664,120255,3834,1744,66865,1830,2917,53390,1537,3036,46669,0,0,0,293,2294,6721,6216,132499,4280,1829,78281,1936,2801,54218,1613,2900,46779,0,0,0,323,2303,7439,6663,133545,3981,1876,74684,2682,2195,58861,2137,2246,47994,0,0,0,545,1994,10867,6350,125149,3818,1838,70175,2532,2171,54974,2042,2251,45963,0,0,0,490,1839,9011,6989,134824,4626,1792,82898,2363,2197,51926,2051,2244,46035,0,0,0,312,1888,5891,7361,144068,4727,1544,72985,2634,2699,71083,2293,2830,64884,0,0,0,341,1818,6199,6647,136351,4214,1750,73745,2433,2573,62606,2226,2639,58754,0,0,0,207,1861,3852,6574,132017,4315,1733,74779,2259,2534,57238,1942,2619,50869,0,0,0,317,2009,6369,7557,135077,5391,1546,83345,2166,2388,51732,1855,2489,46165,0,0,0,311,1790,5567,7007,133952,4884,1775,86685,2123,2226,47267,1845,2285,42156,0,0,0,278,1837,5111,7865,155713,5114,1855,94862,2751,2212,60851,2062,2376,48992,0,0,0,689,1720,11859,8777,2691,226364,5572,2477,138011,3205,2757,88353,2273,2691,61173,0,0,0,932,2916,27180,7971,52603,5640,0,0,-,-,-,2331,2257,52603,0,0,0,-,-,-
"경상북도",3198,63256,1001,1920,19219,2197,2004,44037,1890,2010,37989,92,2622,2412,215,1691,3636,3407,75837,1178,1845,21734,2229,2427,54103,1915,2528,48411,89,2444,2175,225,1563,3517,2848,57872,1182,1510,17848,1666,2402,40024,1459,2514,36679,47,1936,910,160,1522,2435,3566,88535,1383,2026,28020,2183,2772,60515,1804,2813,50747,59,2057,1214,320,2673,8554,4833,122968,1435,1764,25313,3398,2874,97655,2936,2897,85056,95,2758,2620,367,2719,9979,4034,97717,1553,1651,25640,2481,2905,72077,2261,2935,66370,20,1055,211,200,2748,5496,4265,99735,1823,1610,29350,2442,2882,70385,2140,2900,62066,41,3123,1280,261,2697,7039,4088,98440,1585,1674,26533,2503,2873,71907,2174,2875,62501,62,2938,1821,267,2841,7585,4646,107529,1866,1520,28363,2780,2848,79166,2523,2895,73033,39,3105,1211,218,2258,4922,5080,98527,1974,1462,28860,3106,2243,69667,2838,2242,63624,58,2335,1354,210,2233,4689,5708,114533,1816,1357,24643,3892,2310,89890,3668,2316,84966,60,2660,1596,164,2029,3328,5416,118514,2093,1388,29051,3323,2692,89463,3082,2732,84204,52,2489,1294,189,2098,3965,6373,153563,1951,1363,26592,4422,2871,126971,4161,2903,120791,86,2980,2563,175,2067,3617,4976,107648,1740,1387,24134,3236,2581,83514,2965,2601,77125,49,3168,1552,222,2179,4837,4482,99115,1506,1306,19668,2976,2670,79447,2818,2698,76027,30,2810,843,128,2013,2577,5364,107967,1711,1307,22363,3653,2343,85604,3398,2366,80402,61,2593,1582,194,1866,3620,4323,75722,1380,1272,17554,2943,1976,58168,2796,1983,55457,16,1578,256,131,1878,2455,4898,99039,1414,1277,18056,3484,2324,80983,3258,2375,77378,36,1503,534,191,1609,3071,5155,2379,105220,1494,1382,20652,3660,2310,84568,3318,2379,78931,83,1564,1298,259,1673,4339,4597,66185,1500,0,0,-,-,-,3069,2129,65340,28,2983,845,-,-,-
"경상남도",4247,99870,1722,2302,39640,2525,2385,60230,1894,2583,48922,0,0,0,631,1792,11308,4260,92947,1805,1979,35721,2455,2331,57226,1886,2528,47678,0,0,0,569,1678,9548,3712,74975,1686,1668,28122,2026,2313,46853,1623,2418,39244,0,0,0,403,1888,7609,4101,98103,1719,2077,35704,2382,2620,62399,1758,2689,47273,0,0,0,624,2424,15126,4843,118165,1679,1845,30978,3164,2756,87187,2311,2909,67227,0,0,0,853,2340,19960,3834,86230,1321,1574,20793,2513,2604,65437,1729,2656,45923,0,0,0,784,2489,19514,3638,79438,1460,1553,22674,2178,2606,56764,1531,2656,40660,7,3123,219,640,2482,15885,3382,72614,1471,1351,19873,1911,2760,52741,1398,2805,39213,0,0,0,513,2637,13528,3569,69133,1581,1448,22893,1988,2326,46240,1339,2477,33163,0,0,0,649,2015,13077,3484,62307,1413,1431,20220,2071,2032,42087,1472,2209,32524,2,2335,47,597,1594,9516,3601,66397,1351,1407,19009,2250,2106,47388,1707,2305,39341,0,0,0,543,1482,8047,3534,64557,1447,1354,19592,2087,2155,44965,1577,2387,37636,0,0,0,510,1437,7329,3838,70991,1494,1418,21185,2344,2125,49806,1958,2248,44020,0,0,0,386,1499,5786,3147,59774,1541,1397,21528,1606,2381,38246,1253,2656,33283,0,0,0,353,1406,4963,2975,55774,1275,1312,16728,1700,2297,39046,1421,2494,35441,0,0,0,279,1292,3605,3277,61485,1242,1182,14680,2035,2300,46805,1573,2583,40637,0,0,0,462,1335,6168,3085,57713,1156,1288,14893,1929,2220,42820,1545,2351,36332,0,0,0,383,1692,6488,3012,54617,1100,1176,12933,1912,2180,41684,1474,2305,33978,0,0,0,438,1760,7706,3786,2558,75787,1107,1434,15869,2680,2236,59918,1993,2558,50973,0,0,0,687,1302,8945,3152,39276,1209,0,0,-,-,-,1943,2022,39276,0,0,0,-,-,-
"제주도",4829,118699,441,2839,12520,4388,2420,106179,1746,2374,41450,0,0,0,2642,2450,64729,4603,99112,366,2575,9425,4237,2117,89687,1809,2354,42584,0,0,0,2428,1940,47103,3534,67811,92,2436,2241,3442,1905,65570,1459,2257,32930,0,0,0,1983,1646,32640,4878,98592,66,2364,1560,4812,2016,97032,1920,2222,42662,0,0,0,2892,1880,54370,6278,135875,104,2105,2189,6174,2165,133686,1991,2271,45216,0,0,0,4183,2115,88470,4540,102052,373,2064,7699,4167,2264,94353,1448,2505,36275,0,0,0,2719,2136,58078,2974,59944,257,1907,4901,2717,2026,55043,1060,2349,24902,0,0,0,1657,1819,30141,2755,59018,92,2049,1885,2663,2145,57133,902,2387,21526,0,0,0,1761,2022,35607,2553,53501,140,2043,2860,2413,2099,50641,1024,2298,23528,0,0,0,1389,1952,27113,2892,51911,126,1908,2404,2766,1790,49507,1022,2081,21272,0,0,0,1744,1619,28235,2900,64149,86,1806,1553,2814,2224,62596,1237,2716,33595,0,0,0,1577,1839,29001,2687,48199,113,1837,2076,2574,1792,46123,799,1998,15966,0,0,0,1775,1699,30157,1979,39988,182,1551,2823,1797,2068,37165,835,2609,21783,0,0,0,962,1599,15382,1439,30110,57,1949,1111,1382,2098,28999,281,3009,8454,0,0,0,1101,1866,20545,1203,23289,74,1755,1299,1129,1948,21990,419,2463,10318,0,0,0,710,1644,11672,1986,28951,205,1495,3065,1781,1453,25886,610,2322,14164,0,0,0,1171,1001,11722,1727,31392,155,1900,2952,1571,1810,28440,612,2259,13818,0,0,0,959,1524,14622,2201,41486,97,1430,1385,2104,1906,40101,675,2298,15513,0,0,0,1429,1721,24588,1760,2758,33657,107,1495,1598,1653,1939,32059,706,2758,19477,0,0,0,947,1329,12582,711,19182,68,0,0,-,-,-,643,2983,19182,0,0,0,-,-,-
