지점 번호,지점명,시간,평균 기온,최저 기온,최고 기온,1시간 최다강수량,일강수량,최대 순간풍속,최대 풍속,평균 풍속,풍정합,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,가조시간,합계 일조 시간,1시간 최다 일사량,합계 일사,일 최심신적설,일 최심적설,평균 지면온도,최저 초상온도,평균 5cm 지중온도,평균10cm 지중온도,평균 20cm 지중온도,평균 30cm 지중온도,0.5m 지중온도,1.0m 지중온도,1.5m 지중온도,3.0m 지중온도,5.0m 지중온도
284,거창,2001-01-01,-1.7,-11.0,6.1,,,9.5,7.0,1.6,1382.0,-12.4,18,47.6,2.4,990.4,9.8,7.8,,,0.0,0.0,,-12.7,,,,,,,,,
284,거창,2001-01-02,2.1,-3.1,5.2,,0.0,14.3,10.3,2.8,2419.0,-8.7,33,44.8,3.2,990.5,9.8,4.8,,,0.0,0.0,,-5.5,,,,,,,,,
284,거창,2001-01-03,-3.7,-7.5,0.9,,0.0,9.9,6.1,1.4,1210.0,-11.8,35,53.5,2.5,996.4,9.8,4.8,,,0.0,0.0,,-9.7,,,,,,,,,
284,거창,2001-01-04,-4.8,-9.0,-0.5,,,10.8,6.2,2.2,1901.0,-16.1,22,42.5,1.8,1000.3,9.8,8.1,,,0.0,0.0,,-11.2,,,,,,,,,
284,거창,2001-01-05,-5.4,-11.9,2.5,,,7.8,5.6,1.6,1382.0,-14.2,32,51.4,2.0,1005.3,9.8,8.2,,,0.0,0.0,,-13.8,,,,,,,,,
284,거창,2001-01-06,-2.9,-11.1,4.2,,,5.6,4.5,1.1,950.0,-12.9,24,50.3,2.3,1005.8,9.8,7.2,,,0.0,0.0,,-13.2,,,,,,,,,
284,거창,2001-01-07,-0.4,-3.6,2.0,,27.0,2.2,2.0,0.3,259.0,-3.3,41,80.5,4.8,990.6,9.9,0.0,,,18.0,18.0,,-5.0,,,,,,,,,
284,거창,2001-01-08,1.8,-3.6,9.6,,,2.8,2.2,0.6,518.0,-2.7,49,73.5,5.0,995.5,9.9,4.7,,,0.0,14.0,,-4.5,,,,,,,,,
284,거창,2001-01-09,0.8,-2.2,4.1,,4.0,10.5,4.0,0.9,778.0,-2.7,47,77.8,5.1,990.2,9.9,0.0,,,1.0,10.0,,-4.8,,,,,,,,,
284,거창,2001-01-10,-4.1,-9.9,3.6,,,7.3,4.0,1.0,864.0,-12.6,23,53.6,2.3,991.1,9.9,9.1,,,0.0,8.0,,-10.4,,,,,,,,,
284,거창,2001-01-11,-3.0,-10.3,3.4,,,7.8,5.3,1.9,1642.0,-13.1,25,48.4,2.2,990.2,9.9,7.8,,,0.0,7.5,,-11.2,,,,,,,,,
284,거창,2001-01-12,-5.4,-9.2,1.2,,,9.4,6.4,1.9,1642.0,-14.0,33,51.8,2.1,995.6,9.9,8.4,,,0.0,7.0,,-10.9,,,,,,,,,
