시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,3668.0,3534.0,2677.0,4179.0,6035.0,3493.0,2510.0,2410.0,2177.0,2612.0,2343.0,2392.0,1349,1416.0,1268,1697.0,1456.1654,2480.558,2390.3943,1685.5088
서울특별시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0077,0.0106
부산광역시,7.0,0.0,0.0,4.0,15.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0,0.0,1,4.0,7.1244,4.0264,8.7268,4.1727
대구광역시,0.0,10.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0,0.0,0.0,0.9668,0.0386,0.0811
인천광역시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1.0,2,1.0,0.3554,0.4913,0.4009,1.1917
광주광역시,7.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0,0.0,0.1085,0.7034,0.1482,0.1352
대전광역시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0238,0.0
울산광역시,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0,1.0,1.1704,1.2445,0.3692,1.3066
세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0912,0.0964,0.0
경기도,0.0,0.0,7.0,1.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0,4.0,0,0.0,4.1144,15.1403,7.5702,1.9369999999999998
강원도,14.0,3.0,18.0,11.0,29.0,16.0,8.0,0.0,2.0,11.0,7.0,10.0,2,5.0,0,0.0,5.851,0.2818,5.5556,9.6817
충청북도,0.0,2.0,1.0,0.0,6.0,0.0,2.0,3.0,4.0,1.0,22.0,16.0,0,0.0,0,0.0,1.3839,0.2424,15.6106,0.084
충청남도,5.0,2.0,14.0,19.0,24.0,30.0,27.0,59.0,61.0,85.0,40.0,25.0,41,29.0,41,25.0,26.3751,54.3325,88.0415,39.8034
전라북도,572.0,557.0,410.0,593.0,712.0,263.0,388.0,297.0,221.0,258.0,222.0,264.0,115,107.0,207,179.0,185.3729,302.2565,417.3454,118.3907
전라남도,180.0,361.0,170.0,430.0,658.0,219.0,203.0,166.0,151.0,337.0,280.0,214.0,223,118.0,265,204.0,171.1164,564.7403,736.8208,343.4099
경상북도,38.0,45.0,16.0,37.0,76.0,35.0,69.0,22.0,79.0,19.0,17.0,23.0,3,12.0,1,15.0,21.0587,14.1965,14.1315,35.1815
경상남도,219.0,129.0,65.0,191.0,323.0,218.0,149.0,95.0,249.0,156.0,205.0,64.0,14,31.0,57,105.0,72.72399999999999,101.0831,159.075,226.9625
제주도,2626.0,2419.0,1976.0,2892.0,4175.0,2708.0,1657.0,1761.0,1389.0,1744.0,1548.0,1775.0,949,1101.0,694,1163.0,959.4103,1420.761,936.4321,903.1602
