시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,14762,17053,17509,17341,17059,17481,17519,16583,15253,14772,13831,13346,12727,12230,11782,10333,10257.7783,9682.9664,9074.41,8530.0625
서울특별시,64,64,62,56,53,43,38,37,36,0,0,21,21,21,22,14,18.0739,18.4746,15.7735,15.842
부산광역시,10,20,20,21,21,55,43,38,59,56,16,16,5,14,12,39,33.5948,28.6569,26.1627,25.8999
대구광역시,10,14,19,20,17,27,13,7,4,4,6,5,4,3,2,14,7.4027,10.7023,10.5959,9.8102
인천광역시,67,83,97,97,80,132,133,108,121,123,109,108,112,107,106,131,115.9521,114.2531,101.4501,113.8934
광주광역시,90,97,79,85,75,43,42,36,87,62,49,42,41,42,35,41,39.2125,45.2942,31.5417,14.7464
대전광역시,177,173,206,225,190,215,175,170,130,99,70,71,63,63,71,128,136.0516,133.4387,132.206,78.5032
울산광역시,1098,1078,1031,1040,974,1060,961,918,800,721,719,629,645,592,567,555,419.5699,356.6907,308.6436,286.0111
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,131.7397,124.4534,81.0223,94.0496
경기도,2475,2595,2637,2645,2785,3045,2980,2921,2838,2646,2612,2560,2340,2272,2141,2078,1958.917,1905.1549,1801.2749,1800.6159
강원도,347,383,364,367,316,239,216,243,161,174,150,150,115,107,127,145,178.2152,161.6961,188.0717,124.4142
충청북도,889,1126,1217,1166,1079,930,895,786,635,605,576,533,457,450,412,341,358.6781,345.8248,328.3225,258.0698
충청남도,2585,3288,3477,3363,3288,2719,2915,2521,2556,2580,2459,2393,2248,2285,2198,1963,2050.8291,2011.038,1970.1159,1905.2427
전라북도,734,887,934,945,888,733,835,714,633,670,637,594,590,589,598,617,675.0462,625.5864,521.5381,506.035
전라남도,3067,3676,3757,3643,3624,4203,4264,4418,3948,3950,3545,3541,3492,3365,3388,2437,2393.4155,2224.2927,2122.7619,2048.962
경상북도,2022,2347,2319,2386,2377,2309,2326,2196,1929,1795,1705,1682,1623,1414,1308,1124,1161.3735,1064.3869,1019.9691,961.5218
경상남도,1127,1222,1290,1275,1285,1705,1655,1448,1309,1279,1171,994,964,893,787,569,579.7065,512.6139,414.4821,286.0042
제주도,0,0,0,7,7,23,28,22,7,8,7,7,7,13,8,0,0,0.4088,0.478,0.4411
