시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,1926.0,2705.0,1710.0,1662.0,2264.0,1795.0,2133.0,1301.0,1278.0,2085.0,2074.0,1657,1787,2178,2751.0,4091.0,2572.5257,2140.402,2324.1533,2905.5714
서울특별시,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.4008,0.0496,0.006999999999999999,0.0156
부산광역시,0.0,0.0,0.0,0.0,0.0,25.0,16.0,2.0,1.0,0.0,0.0,0,1,0,2.0,0.0,0.5695,0.4061,0.2523,0.52
대구광역시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.1912
인천광역시,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3,4,0,1.0,0.0,1.3099,1.4391,0.8102,3.7947
광주광역시,1.0,0.0,0.0,10.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.4007,1.6512,1.6854,4.4673
대전광역시,0.0,2.0,1.0,2.0,1.0,5.0,1.0,0.0,2.0,2.0,6.0,0,0,0,1.0,2.0,0.0873,0.9446,0.3291,1.3842
울산광역시,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,2.4107,1.6876,2.9982,0.9427
세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.3716,0.4221,0.5163,1.3988
경기도,8.0,44.0,8.0,8.0,18.0,12.0,16.0,13.0,11.0,49.0,14.0,19,5,6,46.0,137.0,72.8984,26.055,173.3589,171.975
강원도,3.0,5.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1,1,2,3.0,11.0,17.047,5.3914,8.4948,11.773
충청북도,11.0,24.0,22.0,10.0,26.0,18.0,26.0,13.0,5.0,12.0,31.0,44,34,102,37.0,99.0,28.2887,25.9547,39.2549,66.6588
충청남도,1319.0,1692.0,928.0,779.0,1282.0,898.0,1063.0,535.0,448.0,718.0,655.0,391,424,555,946.0,1266.0,788.5419,816.7396,765.0578,794.7149
전라북도,337.0,526.0,430.0,511.0,636.0,481.0,468.0,305.0,373.0,630.0,497.0,386,304,338,325.0,640.0,413.6197,208.2154,366.6961,399.1606
전라남도,78.0,114.0,102.0,107.0,79.0,117.0,140.0,94.0,60.0,116.0,103.0,118,139,101,183.0,247.0,140.8565,76.9221,89.8666,155.2012
경상북도,157.0,269.0,195.0,163.0,193.0,220.0,385.0,329.0,368.0,520.0,736.0,641,840,1059,1157.0,1564.0,1046.8967,892.8710000000001,834.539,1207.7231
경상남도,11.0,22.0,20.0,29.0,25.0,15.0,14.0,6.0,9.0,13.0,15.0,23,29,14,49.0,123.0,58.8263,48.61,24.7638,73.4167
제주도,1.0,4.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,29,6,0,0.0,0.0,0.0,33.0425,15.5229,12.2336
