시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,30250.0,16170.0,21617.0,18336.0,16644.0,16715.0,12891.0,13110.0,11371.0,6101.0,8713.0,2171,2417,2100,1333.0,1801.0,2882.555,2774.954,2265.2337,2815.3375
서울특별시,8.0,49.0,40.0,88.0,30.0,14.0,85.0,9.0,53.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0242,0.0,0.0
부산광역시,452.0,248.0,277.0,297.0,166.0,177.0,156.0,91.0,92.0,97.0,25.0,-,-,-,0.0,0.0,0.0091,0.0,0.0703,0.1317
대구광역시,232.0,259.0,200.0,212.0,37.0,32.0,48.0,66.0,30.0,30.0,19.0,6,-,-,0.0,3.0,0.305,0.0,0.0,0.0
인천광역시,66.0,48.0,42.0,45.0,51.0,65.0,68.0,61.0,12.0,6.0,12.0,-,1,-,1.0,0.0,3.0782,1.7182,0.7855,2.7546
광주광역시,132.0,102.0,109.0,100.0,22.0,52.0,57.0,39.0,22.0,4.0,16.0,-,1,-,0.0,0.0,0.0,0.0,0.0,0.0
대전광역시,26.0,4.0,32.0,22.0,11.0,3.0,6.0,1.0,6.0,17.0,35.0,-,-,-,0.0,0.0,0.0,0.0,0.133,0.1814
울산광역시,49.0,58.0,48.0,89.0,62.0,72.0,76.0,16.0,54.0,18.0,23.0,8,3,-,4.0,0.0,0.0,0.1573,0.141,0.0
세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,0.0,0.0,0.4227,1.0482
경기도,1081.0,1015.0,1021.0,1045.0,728.0,823.0,527.0,481.0,295.0,161.0,389.0,58,94,71,60.0,102.0,86.9461,53.2393,121.7435,164.1237
강원도,9260.0,1329.0,1735.0,2133.0,1377.0,1415.0,908.0,969.0,784.0,658.0,1091.0,51,375,404,289.0,174.0,426.9795,363.1957,302.4664,415.7313
충청북도,2326.0,1696.0,2589.0,2184.0,1246.0,1153.0,805.0,926.0,809.0,814.0,1366.0,309,268,269,174.0,290.0,517.0892,469.5427,434.3357,307.8741
충청남도,796.0,521.0,790.0,785.0,286.0,592.0,435.0,438.0,389.0,363.0,439.0,179,163,91,103.0,191.0,192.565,166.2307,102.2139,159.3831
전라북도,2552.0,441.0,732.0,605.0,502.0,590.0,355.0,459.0,550.0,372.0,683.0,125,80,137,58.0,65.0,60.8816,328.0156,141.6703,304.6938
전라남도,8560.0,6807.0,9435.0,6784.0,9442.0,8218.0,6635.0,7160.0,5719.0,1284.0,1242.0,331,360,130,126.0,119.0,297.1569,254.3685,211.0173,260.5382
경상북도,3104.0,2491.0,3029.0,2782.0,1719.0,2356.0,1868.0,1795.0,1944.0,1567.0,2322.0,732,764,695,470.0,580.0,900.8835,931.8017,778.3891,1010.5348
경상남도,1253.0,499.0,675.0,668.0,418.0,552.0,520.0,332.0,390.0,366.0,778.0,302,205,195,45.0,174.0,345.3615,135.2272,134.8785,142.5851
제주도,353.0,603.0,863.0,497.0,547.0,601.0,342.0,267.0,222.0,344.0,273.0,70,103,108,3.0,101.0,51.2994,71.4329,36.9665,45.7575
