시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,5992.0,5173.0,5401.0,5214.0,4921.0,5780.0,5786.0,5859.0,5773.0,4524.0,6767.0,5867,6016,7342,6425.0,6765.0,6853.944,7906.0816,6979.9024,7091.456
서울특별시,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.4747,0.1825,0.0899,0.0699
부산광역시,1.0,41.0,47.0,11.0,13.0,2.0,14.0,0.0,15.0,3.0,101.0,35,28,26,52.0,26.0,26.8284,34.2961,23.5534,28.9889
대구광역시,11.0,35.0,15.0,11.0,14.0,4.0,0.0,6.0,0.0,0.0,0.0,0,17,6,49.0,110.0,135.9092,162.9932,180.8768,194.5644
인천광역시,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0,1.0,3.0,0,1,1,1.0,0.0,13.5497,4.367,1.7044,2.1449
광주광역시,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4.4338,0.0854,18.3619,33.6134
대전광역시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0428,0.3697
울산광역시,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0,0,0,0,6.0,0.0,1.0948,2.4256,1.3424,3.8688
세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.2622,1.1711,6.4561
경기도,3.0,82.0,24.0,40.0,54.0,34.0,39.0,28.0,42.0,6.0,77.0,105,93,78,143.0,43.0,49.2879,68.6252,73.2009,86.9494
강원도,904.0,1046.0,988.0,1059.0,1022.0,1153.0,1203.0,898.0,1262.0,577.0,1228.0,864,749,1313,1244.0,1272.0,1003.2857,1200.7805,1501.055,1284.6825
충청북도,328.0,175.0,193.0,107.0,194.0,271.0,275.0,324.0,161.0,218.0,313.0,205,227,206,109.0,174.0,283.6068,182.4451,243.4313,203.4981
충청남도,616.0,432.0,631.0,681.0,570.0,461.0,450.0,514.0,488.0,249.0,403.0,424,281,482,321.0,243.0,423.1212,416.5592,349.48900000000003,331.7684
전라북도,109.0,254.0,132.0,133.0,83.0,102.0,55.0,116.0,136.0,57.0,220.0,200,244,226,170.0,124.0,229.51,174.0493,88.3686,66.7595
전라남도,870.0,840.0,814.0,821.0,696.0,890.0,1012.0,876.0,716.0,1050.0,1502.0,1122,983,1902,1344.0,1940.0,1696.3425,2000.2081,1974.0643,2303.7587
경상북도,345.0,348.0,314.0,261.0,254.0,620.0,561.0,865.0,689.0,566.0,671.0,723,637,919,616.0,586.0,603.1732,393.8024,377.3718,243.0555
경상남도,64.0,124.0,45.0,41.0,17.0,126.0,47.0,51.0,18.0,25.0,71.0,63,30,73,145.0,220.0,59.723,92.2575,114.9754,69.9185
제주도,2740.0,1796.0,2196.0,2047.0,2000.0,2112.0,2124.0,2178.0,2239.0,1772.0,2177.0,2126,2726,2110,2225.0,2027.0,2323.6031,3172.7423,2030.8034,2230.9893
