시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,21092,20633,19797,18129,16481,14849,14304,13552,13359,13060,12722,12397,11836,11466,11007,11723,10157.161,9762.0801,8902.213,8285.4964
서울특별시,0,0,0,0,0,3,2,2,1,0,0,0,1,1,1,1,0.9665,0.9112,0.7739,0.7837
부산광역시,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1.3465,0.9548,1.3209,1.1604
대구광역시,689,647,626,581,457,372,394,291,235,212,197,170,186,164,151,91,109.0958,84.7911,88.1003,59.9986
인천광역시,162,187,176,146,149,145,199,132,137,120,119,95,61,65,67,102,73.1811,120.1718,108.5424,91.7231
광주광역시,133,141,131,125,83,61,78,101,93,54,39,33,31,20,17,20,16.3558,12.8305,10.1893,10.1773
대전광역시,394,373,292,231,197,170,136,103,113,101,105,84,72,74,69,86,62.7152,78.6053,75.1247,96.4628
울산광역시,13,13,11,11,11,0,0,0,2,2,2,3,5,3,3,1,1.8739,2.001,1.0659,0.8377
세종특별자치시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,58.7066,57.9733,54.8526,62.0347
경기도,2713,2830,2858,2627,2504,2423,2337,2133,2177,2157,2007,1941,1817,1680,1444,1846,1707.9617,1625.9365,1578.8605,1463.7676
강원도,111,145,168,175,177,181,180,187,212,183,177,156,148,173,140,259,232.5822,176.9532,167.8641,178.1335
충청북도,3054,2946,2759,2473,2166,2036,1956,2139,2018,2041,1972,1958,1911,1867,1680,1029,785.228,801.0978,682.4405,653.6264
충청남도,2599,2541,2514,2203,1803,1383,1506,1268,1211,1128,966,922,751,717,738,803,750.7611,678.5733,585.8392,579.6321
전라북도,1114,1120,999,792,714,581,518,492,455,415,476,488,506,467,453,595,514.6125,518.4592,447.9709,463.2974
전라남도,412,412,345,311,290,384,312,265,252,232,226,230,141,153,195,167,191.6498,160.9439,151.1113,111.5879
경상북도,9038,8707,8447,8045,7615,6701,6277,6114,6159,6142,6134,6028,5870,5738,5704,6447,5435.9993,5206.4562,4714.2509,4286.0499
경상남도,659,570,469,408,314,409,409,325,294,273,302,289,336,344,345,201,214.125,235.2566,233.653,226.1085
제주도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1644,0.2526,0.1148
