시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,13689.0,9879.0,9593.0,10358.0,7706.0,8421.0,6028.0,7712.0,6511.0,6260.0,8340.0,5915,6706,4977,5134.0,4769.0,5210.2536,5045.1782,4462.1482,4632.7478
서울특별시,9.0,6.0,7.0,15.0,10.0,17.0,8.0,11.0,10.0,5.0,10.0,6,6,5,3.0,2.0,2.8467,3.0036,2.0839,1.571
부산광역시,41.0,26.0,18.0,11.0,20.0,17.0,13.0,22.0,14.0,4.0,55.0,71,40,8,23.0,18.0,21.7452,34.9989,29.8767,44.0101
대구광역시,60.0,29.0,34.0,42.0,47.0,52.0,30.0,42.0,36.0,42.0,40.0,21,31,36,14.0,11.0,18.7042,23.9231,28.9219,21.5272
인천광역시,327.0,129.0,183.0,243.0,193.0,223.0,156.0,135.0,181.0,177.0,118.0,71,95,89,92.0,53.0,59.8858,91.3448,81.0755,79.3894
광주광역시,440.0,357.0,376.0,333.0,228.0,167.0,115.0,135.0,107.0,117.0,154.0,98,95,82,144.0,145.0,127.3886,55.3555,79.9495,26.7567
대전광역시,38.0,27.0,39.0,35.0,24.0,29.0,32.0,38.0,21.0,15.0,32.0,19,22,13,30.0,16.0,15.6761,18.2842,16.9941,11.913
울산광역시,97.0,60.0,57.0,57.0,46.0,66.0,59.0,58.0,53.0,71.0,63.0,35,66,63,77.0,26.0,56.0429,57.9111,27.7714,39.1749
세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,28.0,7.0029,18.6929,25.2258,15.7547
경기도,2022.0,1312.0,1213.0,1383.0,1005.0,1142.0,808.0,1022.0,979.0,856.0,1440.0,835,809,846,900.0,724.0,713.4247,921.4105,815.2184,615.5101
강원도,517.0,378.0,368.0,422.0,368.0,396.0,262.0,290.0,255.0,269.0,436.0,300,328,303,301.0,266.0,257.0091,356.3306,402.6338,471.2568
충청북도,393.0,200.0,326.0,366.0,288.0,300.0,222.0,332.0,212.0,311.0,320.0,165,256,110,88.0,137.0,287.6824,260.1159,201.0627,178.9451
충청남도,1970.0,1189.0,1238.0,1663.0,1084.0,1080.0,920.0,959.0,867.0,817.0,1641.0,1062,939,812,1245.0,868.0,908.2814,735.3391,577.4967,591.0299
전라북도,3108.0,2462.0,2609.0,2725.0,1857.0,1952.0,1453.0,1547.0,1404.0,1238.0,2009.0,1467,2026,1214,783.0,1044.0,1000.3208,1095.3371,999.3436,1235.7825
전라남도,2335.0,1773.0,1466.0,1548.0,1107.0,1324.0,943.0,1195.0,707.0,801.0,1139.0,1083,1058,752,750.0,836.0,901.5514,764.4183,656.1425,813.0863
경상북도,841.0,647.0,757.0,769.0,527.0,663.0,531.0,504.0,445.0,412.0,410.0,345,408,325,377.0,334.0,524.6485,349.0077,221.2163,314.3025
경상남도,692.0,531.0,524.0,598.0,473.0,576.0,380.0,410.0,308.0,257.0,383.0,244,292,235,253.0,163.0,308.0429,250.9615,297.1354,172.7376
제주도,799.0,753.0,378.0,148.0,429.0,417.0,96.0,1012.0,912.0,868.0,90.0,93,235,84,54.0,98.0,0.0,8.7434,0.0,0.0
