시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,0.0,7466.0,6059.0,8792.0,7798.0,5916.0,5054.0,5523.0,5377.0,4784.0,5017.0,4818,5045,4390,4722.0,4382.0,4360.3822,5891.6869,3951.2771,3661.1623
서울특별시,0.0,2.0,52.0,76.0,62.0,1.0,1.0,1.0,0.0,0.0,0.0,2,2,0,0.0,0.0,1.3090000000000002,0.765,0.5154,0.444
부산광역시,0.0,227.0,117.0,115.0,115.0,172.0,123.0,154.0,149.0,135.0,86.0,139,140,122,91.0,62.0,59.3668,103.8789,89.0186,82.9608
대구광역시,0.0,39.0,16.0,9.0,45.0,16.0,6.0,5.0,3.0,5.0,4.0,2,1,7,3.0,5.0,8.6541,25.4709,6.1006,3.1685
인천광역시,0.0,58.0,46.0,31.0,43.0,58.0,38.0,29.0,32.0,13.0,19.0,14,23,17,30.0,19.0,63.8373,72.0931,51.3945,46.9475
광주광역시,0.0,67.0,81.0,45.0,6.0,25.0,45.0,12.0,6.0,6.0,10.0,11,4,1,0.0,0.0,3.3896,4.1112,0.8606,5.0912
대전광역시,0.0,6.0,8.0,8.0,10.0,8.0,10.0,8.0,2.0,1.0,4.0,7,4,5,2.0,8.0,10.4536,3.572,3.5713,2.8324
울산광역시,0.0,39.0,21.0,27.0,34.0,27.0,17.0,14.0,8.0,14.0,18.0,14,19,16,4.0,9.0,14.1451,22.9017,21.0916,18.1805
세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,5.8565,7.6602,4.7092,7.8031
경기도,0.0,352.0,342.0,341.0,394.0,239.0,268.0,189.0,89.0,123.0,163.0,146,205,293,313.0,351.0,203.7966,377.6204,325.8997,280.7338
강원도,0.0,177.0,110.0,276.0,186.0,74.0,59.0,64.0,57.0,74.0,76.0,91,57,73,26.0,38.0,54.6239,83.5958,151.7762,99.3765
충청북도,0.0,96.0,116.0,135.0,153.0,206.0,96.0,136.0,137.0,127.0,71.0,126,179,88,57.0,109.0,83.8944,124.086,78.05199999999999,98.6911
충청남도,0.0,2179.0,2070.0,2204.0,1893.0,1647.0,1295.0,1464.0,1304.0,1129.0,1193.0,1141,996,860,739.0,1121.0,1448.8609,1570.4915,1314.6506,1095.4822
전라북도,0.0,300.0,144.0,231.0,192.0,136.0,86.0,139.0,131.0,121.0,113.0,88,147,89,215.0,149.0,80.78399999999999,131.811,110.1301,112.2258
전라남도,0.0,2116.0,1444.0,3601.0,2912.0,1893.0,1908.0,2109.0,2327.0,1820.0,1954.0,1782,2015,1777,2315.0,1187.0,773.4958,2185.9196,929.556,1074.7006
경상북도,0.0,423.0,407.0,379.0,535.0,412.0,273.0,269.0,273.0,311.0,411.0,390,278,262,333.0,380.0,503.8013,300.6385,275.8202,173.12900000000002
경상남도,0.0,437.0,299.0,340.0,450.0,464.0,224.0,170.0,162.0,124.0,183.0,131,129,105,91.0,76.0,122.5939,193.6024,157.0416,115.0822
제주도,0.0,948.0,786.0,974.0,768.0,538.0,605.0,760.0,697.0,781.0,712.0,734,846,675,503.0,861.0,921.5194,683.4687,431.0889,444.3131
