시도별,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
계,4598.0,3483.0,3411.0,3933.0,3715.0,3888.0,3126.0,3507.0,3541.0,2951.0,3756.0,3469,4067,3436,3375.0,2885.0,2355.0491,2777.3979,2666.9556,2303.5016
서울특별시,59.0,124.0,38.0,54.0,105.0,90.0,106.0,24.0,1.0,0.0,2.0,0,0,0,0.0,0.0,0.6016,0.4308,0.1006,0.4558
부산광역시,172.0,57.0,126.0,231.0,217.0,196.0,46.0,109.0,255.0,140.0,76.0,144,55,25,58.0,27.0,15.3939,15.3075,18.4642,31.9754
대구광역시,57.0,65.0,104.0,72.0,66.0,37.0,19.0,43.0,38.0,47.0,31.0,7,6,4,1.0,11.0,13.0722,27.9423,13.5954,16.1256
인천광역시,108.0,70.0,30.0,37.0,17.0,17.0,28.0,13.0,8.0,8.0,11.0,4,10,6,9.0,2.0,20.826,8.6145,11.3177,14.044
광주광역시,41.0,17.0,14.0,21.0,18.0,13.0,21.0,17.0,7.0,8.0,7.0,8,15,6,7.0,2.0,4.032,2.5795,3.8569,3.9491
대전광역시,37.0,17.0,6.0,15.0,7.0,6.0,1.0,5.0,4.0,2.0,1.0,2,2,3,2.0,0.0,2.4496,0.0,0.9426,0.5921
울산광역시,72.0,36.0,52.0,58.0,40.0,47.0,29.0,13.0,21.0,12.0,12.0,14,32,18,5.0,2.0,6.3183,10.1323,7.4887,5.0855
세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.1905,2.688,0.0,0.1911
경기도,369.0,213.0,185.0,245.0,308.0,189.0,165.0,202.0,178.0,96.0,163.0,97,97,48,121.0,72.0,72.0783,82.4192,125.7231,69.2088
강원도,137.0,103.0,47.0,62.0,77.0,71.0,31.0,54.0,62.0,53.0,43.0,36,33,34,23.0,12.0,10.696,8.7873,44.4699,6.1318
충청북도,71.0,34.0,35.0,28.0,36.0,18.0,10.0,14.0,13.0,11.0,33.0,17,35,9,11.0,3.0,33.1506,4.1159,14.3529,22.131999999999998
충청남도,123.0,104.0,70.0,86.0,63.0,64.0,64.0,46.0,37.0,81.0,59.0,40,75,36,10.0,33.0,25.6853,39.7545,33.6648,16.2649
전라북도,199.0,128.0,105.0,165.0,105.0,77.0,48.0,134.0,75.0,150.0,105.0,59,63,55,45.0,58.0,72.0856,73.6373,60.3021,40.9658
전라남도,1325.0,1144.0,1104.0,1214.0,1139.0,1102.0,1068.0,1121.0,906.0,342.0,610.0,676,1028,848,743.0,570.0,524.36,475.8748,578.2353,419.2007
경상북도,393.0,316.0,391.0,335.0,271.0,500.0,181.0,165.0,332.0,334.0,376.0,249,274,158,152.0,173.0,266.6063,448.2193,175.6757,132.6936
경상남도,1388.0,995.0,1029.0,1184.0,1135.0,1396.0,1278.0,1438.0,1488.0,1609.0,2105.0,2052,2235,2084,2134.0,1884.0,1274.7224,1516.2938,1546.5827,1462.8978
제주도,47.0,60.0,75.0,126.0,111.0,65.0,31.0,109.0,116.0,58.0,122.0,64,107,102,54.0,36.0,11.7805,60.6009,32.183,61.5876
