"시도별","종류별","항목","단위","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"대구광역시","밭","과수","","6","6","12","6","6","7","3","7","3","3","12","13","15","18","11","12","7.2187","12.5017","6.581","26.1112",
"대구광역시","밭","배","","0","0","0","0","0","","","","","","","","","","","","","","","",
"대구광역시","밭","감귤","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"대구광역시","밭","성과수(감귤)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"대구광역시","밭","포도","","6","6","12","6","6","7","3","7","3","3","12","9","9","9","6","9","7.2187","6.3125","6.581","26.1112",
"대구광역시","밭","성과수(포도)","","6","6","12","6","6","0","3","7","0","3","12","9","8","9","6","9","7.2187","6.3125","6.0075","23.1805",
"대구광역시","밭","기타과수","","0","0","0","0","0","0","0","0","0","0","0","4","6","9","5","3","0","6.1892","0","0",
"대구광역시","밭","화훼","","13","12","18","16","6","32","7","39","14","13","25","16","21","10","13","1","2.0391","3.2697","2.6209","6.6961",
"대구광역시","밭","기타","","41","28","20","33","19","20","37","26","30","8","7","12","6","2","9","1","28.5883","7.7018","8.0279","6.0011",
"대구광역시","밭","파인애플","","","","","","","","","","","","","","","","","","","","","",
"대구광역시","밭","바나나","","","","","","","","","","","","","","","","","","","","","",
"대구광역시","밭","대파","","","","","","","25","29","26","12","19","20","1","26","1","4","9","2.2597","10.8261","8.2139","11.4713",
"대구광역시","밭","쪽파","","","","","","","1","1","0","1","0","0","1","0","1","2","0","2.7598","0",".4974",".1282",
"인천광역시","합계","시설재배합계","","1545","1627","1657","1750","1214","803","806","615","702","663","923","691","742","608","663","433","447.8943","385.172","471.2762","414.4889",
"인천광역시","합계","감자","","0","0","2","28","5","0","1","16","3","0","0","1","0","1","1","4","2.5601","4.2716","16.3244","2.4548",
"인천광역시","합계","엽채류","","744","707","694","719","397","278","269","125","144","147","172","96","157","123","131","25","39.7967","22.0918","27.622","28.0228",
"인천광역시","합계","배추","","140","88","124","107","58","64","67","34","45","28","20","26","22","10","11","0","26.3939",".2295","5.8942","2.4821",
"인천광역시","합계","봄배추","","","","","","","","","","","","","","0","0","0","0","3.1072","0","0","0",
"인천광역시","합계","기타배추","","","","","","","","","","","","","","22","10","11","0","23.2867",".2295","5.8942","2.4821",
"인천광역시","합계","시금치","","82","94","60","135","55","27","23","50","49","59","62","31","48","40","47","22","10.6092","8.2529","3.129","18.4735",
"인천광역시","합계","상추","","522","525","510","477","284","187","179","41","50","60","90","39","87","73","73","3","2.7936","13.6094","18.5988","7.0672",
"인천광역시","합계","과채류","","288","326","333","295","292","84","84","90","115","102","96","143","177","162","182","167","189.5465","150.6259","187.7846","183.6758",
"인천광역시","합계","수박","","25","18","24","0","19","0","3","9","20","8","8","8","33","8","9","17","13.6361","1.2007","12.4709","12.2267",
"인천광역시","합계","참외","","13","2","10","2","6","5","3","5","0","1","3","4","0","","0","1","4.1307",".6387","2.7304","2.7945",
"인천광역시","합계","오이","","190","265","258","189","161","30","23","41","21","33","23","53","30","27","39","60","66.9525","62.1001","72.3003","69.5139",
"인천광역시","합계","호박","","18","4","4","15","16","1","1","5","4","0","0","3","1","6","2","1","2.1054","2.2474","1.8867",".9607",
"인천광역시","합계","토마토","","37","33","37","89","90","48","50","23","66","57","62","75","111","120","131","62","55.3464","53.5804","79.0191","74.4487",
"인천광역시","합계","딸기","","5","4","0","0","0","0","4","7","4","3","0","0","2","1","1","26","47.3754","30.8586","19.3772","23.7313",
"인천광역시","합계","무","","228","223","219","253","163","45","41","23","38","14","26","2","3","3","3","8","4.3592","1.185",".8855","3.2621",
"인천광역시","합계","봄무","","","","","","","","","","","","","0","0","-","0","0","0",".5046","0","0",
"인천광역시","합계","총각무","","","","","","","","","","","","","0","2","-","0","0",".1855",".0697",".0175",".4683",
"인천광역시","합계","일반총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"인천광역시","합계","가을총각무","","","","","","","","","","","","","0","2","-","0","0",".1855",".0697",".0175",".4683",
"인천광역시","합계","기타무","","","","","","","","","","","","","2","1","3","3","8","4.1737",".6107",".868","2.7938",
"인천광역시","합계","풋고추","","34","7","39","20","21","21","0","0","0","30","8","35","2","","4","0",".3126","6.5797","1.1378","3.7078",
"인천광역시","합계","기타채소","","138","221","231","290","209","187","213","171","234","228","389","245","227","173","138","132","115.5171","77.9311","126.3921","97.996",
"인천광역시","합계","과수","","0","3","3","5","3","0","2","0","3","4","3","3","1","6","6","7","12.7413","8.1532","8.1114","7.2322",
"인천광역시","합계","배","","0","0","0","0","0","","","","","","","","","","","","","","","",
"인천광역시","합계","감귤","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"인천광역시","합계","성과수(감귤)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"인천광역시","합계","포도","","0","3","3","5","3","0","2","0","0","4","3","3","1","6","5","0","12.7413","3.2537",".0422","2.4466",
"인천광역시","합계","성과수(포도)","","0","0","0","3","3","0","0","0","0","4","3","3","1","6","5","0","12.7413","3.2537","0","2.2887",
"인천광역시","합계","기타과수","","0","0","0","0","0","0","0","0","3","0","0","0","0","","1","7","0","4.8995","8.0692","4.7856",
"인천광역시","합계","화훼","","41","42","50","45","37","99","132","85","66","42","50","40","58","60","51","8","9.0428","14.321","9.244","12.517",
"인천광역시","합계","기타","","72","98","86","95","87","68","34","44","44","50","47","68","62","47","63","47","22.0912","47.223","34.7191","40.1059",
"인천광역시","합계","파인애플","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","합계","바나나","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","합계","대파","","","","","","","21","26","61","48","45","114","58","54","28","72","34","49.9834","50.8241","54.2758","33.3945",
"인천광역시","합계","쪽파","","","","","","","0","4","0","7","1","18","0","1","5","12","1","1.9434","1.9656","4.7795","2.12",
"인천광역시","논","시설재배합계","","10","35","2","25","1","15","19","4","13","16","23","48","1","7","29","16","23.5139","7.6134","4.3745","7.0987",
"인천광역시","논","감자","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0",".0063",
"인천광역시","논","엽채류","","3","26","0","0","0","11","13","2","0","7","0","0","0","","0","0","7.6403","0",".035","1.2836",
"인천광역시","논","배추","","1","1","0","0","0","1","0","2","0","2","0","0","0","","0","0","5.9048","0",".0044",".0063",
"인천광역시","논","봄배추","","","","","","","","","","","","","","0","0","0","0","0","0","0","0",
"인천광역시","논","기타배추","","","","","","","","","","","","","","0","0","0","0","5.9048","0",".0044",".0063",
"인천광역시","논","시금치","","2","0","0","0","0","1","2","0","0","0","0","0","0","","0","0","1.4387","0","0","1.2668",
"인천광역시","논","상추","","0","25","0","0","0","9","11","0","0","5","0","0","0","","0","0",".2968","0",".0306",".0105",
"인천광역시","논","과채류","","0","0","0","24","0","1","0","0","7","0","0","18","0","","27","13","13.5475","3.5178",".3273","1.1131",
"인천광역시","논","수박","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","13","12.8374","0","0","0",
"인천광역시","논","참외","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"인천광역시","논","오이","","0","0","0","0","0","0","0","0","7","0","0","0","0","","0","0",".4413","0",".0411",".9484",
"인천광역시","논","호박","","0","0","0","0","0","1","0","0","0","0","0","0","0","","0","0",".0662","0","0","0",
"인천광역시","논","토마토","","0","0","0","24","0","0","0","0","0","0","0","18","0","","27","0",".2026","3.5178",".2862",".1584",
"인천광역시","논","딸기","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0",".0063",
"인천광역시","논","무","","2","6","0","0","0","0","5","2","0","2","0","0","0","1","1","3",".1855","0","0","0",
"인천광역시","논","봄무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"인천광역시","논","총각무","","","","","","","","","","","","","0","0","-","0","0",".1855","0","0","0",
"인천광역시","논","일반총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"인천광역시","논","가을총각무","","","","","","","","","","","","","0","0","-","0","0",".1855","0","0","0",
"인천광역시","논","기타무","","","","","","","","","","","","","0","0","1","1","3","0","0","0","0",
"인천광역시","논","풋고추","","3","0","0","0","1","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"인천광역시","논","기타채소","","0","0","0","0","0","0","1","0","0","0","0","27","0","","1","0",".386","0",".3794",".3151",
"인천광역시","논","과수","","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0",".021",
"인천광역시","논","배","","0","0","0","0","0","","","","","","","","","","","","","","","",
"인천광역시","논","감귤","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"인천광역시","논","성과수(감귤)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"인천광역시","논","포도","","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0",
"인천광역시","논","성과수(포도)","","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0",
"인천광역시","논","기타과수","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0",".021",
"인천광역시","논","화훼","","0","3","0","0","0","0","0","0","0","7","23","0","0","","0","0","0","0","0",".0126",
"인천광역시","논","기타","","2","0","2","1","0","2","0","0","6","0","0","3","1","","0","0","1.7546","4.0956","3.6223","4.242",
"인천광역시","논","파인애플","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","논","바나나","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","논","대파","","","","","","","1","0","0","0","0","0","0","0","","0","0","0","0",".0063",".105",
"인천광역시","논","쪽파","","","","","","","0","0","0","0","0","0","0","0","","0","0","0","0",".0042","0",
"인천광역시","밭","시설재배합계","","1535","1592","1655","1725","1213","788","787","611","689","647","900","643","741","601","634","417","424.3804","377.5586","466.9017","407.3902",
"인천광역시","밭","감자","","0","0","2","28","5","0","1","16","3","0","0","1","0","1","1","4","2.5601","4.2716","16.3244","2.4485",
"인천광역시","밭","엽채류","","741","681","694","719","397","267","256","123","144","140","172","96","157","123","131","25","32.1564","22.0918","27.587","26.7392",
"인천광역시","밭","배추","","139","87","124","107","58","63","67","32","45","26","20","26","22","10","11","0","20.4891",".2295","5.8898","2.4758",
"인천광역시","밭","봄배추","","","","","","","","","","","","","","0","0","0","0","3.1072","0","0","0",
"인천광역시","밭","기타배추","","","","","","","","","","","","","","22","10","11","0","17.3819",".2295","5.8898","2.4758",
"인천광역시","밭","시금치","","80","94","60","135","55","26","21","50","49","59","62","31","48","40","47","22","9.1705","8.2529","3.129","17.2067",
"인천광역시","밭","상추","","522","500","510","477","284","178","168","41","50","55","90","39","87","73","73","3","2.4968","13.6094","18.5682","7.0567",
"인천광역시","밭","과채류","","288","326","333","271","292","83","84","90","108","102","96","125","177","162","155","154","175.999","147.1081","187.4573","182.5627",
"인천광역시","밭","수박","","25","18","24","0","19","0","3","9","20","8","8","8","33","8","9","4",".7987","1.2007","12.4709","12.2267",
"인천광역시","밭","참외","","13","2","10","2","6","5","3","5","0","1","3","4","0","","0","1","4.1307",".6387","2.7304","2.7945",
"인천광역시","밭","오이","","190","265","258","189","161","30","23","41","14","33","23","53","30","27","39","60","66.5112","62.1001","72.2592","68.5655",
"인천광역시","밭","호박","","18","4","4","15","16","0","1","5","4","0","0","3","1","6","2","1","2.0392","2.2474","1.8867",".9607",
"인천광역시","밭","토마토","","37","33","37","65","90","48","50","23","66","57","62","57","111","120","104","62","55.1438","50.0626","78.7329","74.2903",
"인천광역시","밭","딸기","","5","4","0","0","0","0","4","7","4","3","0","0","2","1","1","26","47.3754","30.8586","19.3772","23.725",
"인천광역시","밭","무","","226","217","219","253","163","45","36","21","38","12","26","2","3","2","2","5","4.1737","1.185",".8855","3.2621",
"인천광역시","밭","봄무","","","","","","","","","","","","","0","0","-","0","0","0",".5046","0","0",
"인천광역시","밭","총각무","","","","","","","","","","","","","0","2","-","0","0","0",".0697",".0175",".4683",
"인천광역시","밭","일반총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"인천광역시","밭","가을총각무","","","","","","","","","","","","","0","2","-","0","0","0",".0697",".0175",".4683",
"인천광역시","밭","기타무","","","","","","","","","","","","","2","1","2","2","5","4.1737",".6107",".868","2.7938",
"인천광역시","밭","풋고추","","31","7","39","20","20","21","0","0","0","30","8","35","2","","4","0",".3126","6.5797","1.1378","3.7078",
"인천광역시","밭","기타채소","","138","221","231","290","209","187","212","171","234","228","389","218","227","173","137","132","115.1311","77.9311","126.0127","97.6809",
"인천광역시","밭","과수","","0","3","3","5","3","0","2","0","3","4","3","3","1","","6","7","12.7413","8.1532","8.1114","7.2112",
"인천광역시","밭","배","","0","0","0","0","0","","","","","","","","","","","","","","","",
"인천광역시","밭","감귤","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"인천광역시","밭","성과수(감귤)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"인천광역시","밭","포도","","0","3","3","5","3","0","2","0","0","4","3","3","1","","5","0","12.7413","3.2537",".0422","2.4466",
"인천광역시","밭","성과수(포도)","","0","0","0","3","3","0","0","0","0","4","3","3","1","","5","0","12.7413","3.2537","0","2.2887",
"인천광역시","밭","기타과수","","0","0","0","0","0","0","0","0","3","0","0","0","0","","1","7","0","4.8995","8.0692","4.7646",
"인천광역시","밭","화훼","","41","39","50","45","37","99","132","85","66","35","27","40","58","60","51","8","9.0428","14.321","9.244","12.5044",
"인천광역시","밭","기타","","70","98","84","94","87","66","34","44","38","50","47","65","61","47","63","47","20.3366","43.1274","31.0968","35.8639",
"인천광역시","밭","파인애플","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","밭","바나나","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","밭","대파","","","","","","","20","26","61","48","45","114","58","54","28","72","34","49.9834","50.8241","54.2695","33.2895",
"인천광역시","밭","쪽파","","","","","","","0","4","0","7","1","18","0","1","5","12","1","1.9434","1.9656","4.7753","2.12",
"광주광역시","합계","시설재배합계","","2734","2363","2514","2420","2052","2309","2287","2101","2069","2057","1897","1549","1752","1307","1434","922","976.1338","867.7785","1008.8668","689.486",
"광주광역시","합계","감자","","0","0","0","4","34","3","9","0","1","0","9","0","5","","2","0","2.197","1.0196","3.028","0",
"광주광역시","합계","엽채류","","227","189","206","152","82","186","93","112","101","203","260","164","104","59","19","49","56.3755","48.9796","39.6229","21.4402",
"광주광역시","합계","배추","","127","106","138","108","68","174","74","97","86","196","246","142","92","42","14","39","45.0778","30.2595","34.5467","17.983",
"광주광역시","합계","봄배추","","","","","","","","","","","","","","49","12","3","8","0","0","12.5353","13.6191",
"광주광역시","합계","기타배추","","","","","","","","","","","","","","43","30","11","31","45.0778","30.2595","22.0114","4.3639",
"광주광역시","합계","시금치","","11","15","16","22","4","1","13","4","9","3","0","6","12","16","0","4","6.1291","16.5242","4.0295","1.6053",
"광주광역시","합계","상추","","89","68","52","22","10","11","6","11","6","4","14","16","0","1","5","6","5.1686","2.1959","1.0467","1.8519",
"광주광역시","합계","과채류","","1220","1097","933","963","853","707","840","681","698","601","519","484","592","455","471","267","293.0749","232.3113","240.3796","186.944",
"광주광역시","합계","수박","","448","383","234","164","264","155","190","160","138","93","79","20","46","31","12","42","29.9153","26.5619","26.1353","1.7114",
"광주광역시","합계","참외","","37","15","12","9","11","4","3","0","0","0","0","0","0","","0","0","0","0",".1226",".0259",
"광주광역시","합계","오이","","79","87","80","125","83","46","89","88","80","50","40","49","31","39","31","4","6.5455","2.8549","17.5171","20.1988",
"광주광역시","합계","호박","","373","383","319","247","192","192","206","206","249","280","184","128","108","55","66","56","62.8927","31.025","29.3127","10.2969",
"광주광역시","합계","토마토","","224","175","215","370","268","283","307","202","196","127","170","241","260","216","282","136","126.9779","123.2273","94.9776","90.4543",
"광주광역시","합계","딸기","","59","54","73","48","35","27","45","25","35","51","46","46","147","114","80","29","66.7435","48.6422","72.3143","64.2567",
"광주광역시","합계","무","","215","169","235","365","114","291","193","219","125","25","72","76","71","36","39","0","7.8595","17.0286","19.2134","13.3003",
"광주광역시","합계","봄무","","","","","","","","","","","","","26","12","26","27","0","5.2744","16.1966","2.0435","13.112",
"광주광역시","합계","총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"광주광역시","합계","일반총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"광주광역시","합계","가을총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"광주광역시","합계","기타무","","","","","","","","","","","","","50","59","10","12","0","2.5851",".832","17.1699",".1883",
"광주광역시","합계","풋고추","","536","355","448","356","338","417","429","487","495","483","385","301","434","298","325","211","178.2509","224.0955","212.2557","158.9536",
"광주광역시","합계","기타채소","","332","373","449","326","295","496","577","471","546","565","530","414","452","350","482","295","315.1285","234.2456","284.2093","218.18",
"광주광역시","합계","과수","","48","34","31","30","27","19","11","2","13","10","10","8","1","1","0","23","18.304","18.2285","16.7159","12.728",
"광주광역시","합계","배","","0","0","0","6","6","","","","","","","","","","","","","","","",
"광주광역시","합계","감귤","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","6.4497","0","0",
"광주광역시","합계","성과수(감귤)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","6.4497","0","0",
"광주광역시","합계","포도","","48","34","31","18","6","12","8","2","10","5","7","7","1","1","0","13","11.8413","11.7788","6.2413","6.2413",
"광주광역시","합계","성과수(포도)","","40","31","28","3","6","9","5","0","8","5","7","7","1","","0","13","11.8413","11.7788","6.2413","6.2413",
"광주광역시","합계","기타과수","","0","0","0","6","15","7","3","0","3","5","3","1","0","","0","10","6.4627","0","10.4746","6.4867",
"광주광역시","합계","화훼","","129","131","128","164","163","89","67","58","59","57","43","45","39","64","51","44","54.8325","78.5358","153.7268","50.1746",
"광주광역시","합계","기타","","27","15","84","60","146","86","49","71","31","113","45","48","25","44","45","29","47.3383","8.518","25.94","8.704",
"광주광역시","합계","파인애플","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","합계","바나나","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","합계","대파","","","","","","","0","2","0","0","0","6","4","0","","0","0","0","0","2.7755","13.1784",
"광주광역시","합계","쪽파","","","","","","","15","17","0","0","0","18","5","29","","0","4","2.7727","4.816","10.9997","5.8829",
"광주광역시","논","시설재배합계","","2161","1902","1985","1948","1645","1835","1862","1614","1570","786","713","477","624","554","615","100","35.9095","63.3554","107.9846","56.3945",
"광주광역시","논","감자","","0","0","0","4","34","3","4","0","1","0","4","0","0","","0","0","0","0","0","0",
"광주광역시","논","엽채류","","165","155","155","118","53","135","46","51","56","61","131","50","54","36","6","4","0",".2447","2.9752","0",
"광주광역시","논","배추","","99","86","105","85","44","125","35","40","50","58","124","34","46","25","6","0","0",".2447","0","0",
"광주광역시","논","봄배추","","","","","","","","","","","","","","42","12","3","0","0","0","0","0",
"광주광역시","논","기타배추","","","","","","","","","","","","","","4","13","3","0","0",".2447","0","0",
"광주광역시","논","시금치","","10","15","16","21","4","0","8","4","2","3","0","0","8","11","0","4","0","0","2.9752","0",
"광주광역시","논","상추","","56","54","34","12","5","10","3","7","4","0","7","16","0","","0","0","0","0","0","0",
"광주광역시","논","과채류","","1072","939","797","804","731","637","751","615","626","152","86","59","129","94","83","29","9.6393","21.4384","23.7343","23.9108",
"광주광역시","논","수박","","407","335","199","124","220","130","168","127","122","46","25","11","24","18","7","0","0",".7137",".3065","0",
"광주광역시","논","참외","","37","15","11","9","11","4","3","0","0","0","0","0","0","","0","0","0","0",".1226","0",
"광주광역시","논","오이","","61","53","74","93","53","38","76","87","78","2","0","2","3","13","7","0","0","0","0","0",
"광주광역시","논","호박","","322","327","266","212","163","179","193","201","244","82","38","34","43","30","30","10","0","3.1777","0","1.2261",
"광주광역시","논","토마토","","189","166","188","318","256","263","269","178","151","19","18","12","21","10","14","19","0",".0142","0","10.5794",
"광주광역시","논","딸기","","56","43","59","48","28","23","42","22","31","3","5","0","38","23","25","0","9.6393","17.5328","23.3052","12.1053",
"광주광역시","논","무","","170","155","199","318","101","190","131","109","68","10","31","9","0","8","29","0","0",".0306","0","0",
"광주광역시","논","봄무","","","","","","","","","","","","","9","0","8","17","0","0","0","0","0",
"광주광역시","논","총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"광주광역시","논","일반총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"광주광역시","논","가을총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"광주광역시","논","기타무","","","","","","","","","","","","","0","0","-","12","0","0",".0306","0","0",
"광주광역시","논","풋고추","","408","280","348","247","272","365","376","418","428","227","159","116","180","160","175","2","3.1271","7.6744","13.3113","6.6393",
"광주광역시","논","기타채소","","248","306","366","256","191","340","448","327","314","202","226","179","206","185","257","37","23.1357","19.6785","43.5057","25.8444",
"광주광역시","논","과수","","5","0","3","27","12","5","0","0","0","0","0","0","0","","0","5","0","0","0","0",
"광주광역시","논","배","","0","0","0","6","0","","","","","","","","","","","","","","","",
"광주광역시","논","감귤","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"광주광역시","논","성과수(감귤)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"광주광역시","논","포도","","5","0","3","15","3","2","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"광주광역시","논","성과수(포도)","","0","0","0","0","3","2","0","0","0","0","0","0","0","","0","0","0","0","0","0",
"광주광역시","논","기타과수","","0","0","0","6","9","3","0","0","0","0","0","0","0","","0","5","0","0","0","0",
"광주광역시","논","화훼","","69","54","51","124","140","80","51","42","56","45","32","24","22","49","25","23","0","14.2888","23.7348","0",
"광주광역시","논","기타","","24","13","66","50","111","78","47","52","21","89","27","35","7","22","40","0",".0074","0",".7233","0",
"광주광역시","논","파인애플","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","논","바나나","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","논","대파","","","","","","","0","2","0","0","0","0","0","0","","0","0","0","0","0","0",
"광주광역시","논","쪽파","","","","","","","2","6","0","0","0","17","5","26","","0","0","0","0","0","0",
"광주광역시","밭","시설재배합계","","573","461","529","472","407","474","425","487","499","1271","1184","1072","1128","753","819","822","940.2243","804.4231","900.8822","633.0915",
"광주광역시","밭","감자","","0","0","0","0","0","0","5","0","0","0","5","0","5","","2","0","2.197","1.0196","3.028","0",
"광주광역시","밭","엽채류","","62","34","51","34","29","51","47","61","45","142","129","114","50","23","13","45","56.3755","48.7349","36.6477","21.4402",
"광주광역시","밭","배추","","28","20","33","23","24","49","39","57","36","138","122","108","46","17","8","39","45.0778","30.0148","34.5467","17.983",
"광주광역시","밭","봄배추","","","","","","","","","","","","","","7","0","0","8","0","0","12.5353","13.6191",
"광주광역시","밭","기타배추","","","","","","","","","","","","","","39","17","8","31","45.0778","30.0148","22.0114","4.3639",
"광주광역시","밭","시금치","","1","0","0","1","0","1","5","0","7","0","0","6","4","5","0","0","6.1291","16.5242","1.0543","1.6053",
"광주광역시","밭","상추","","33","14","18","10","5","1","3","4","2","4","7","0","0","1","5","6","5.1686","2.1959","1.0467","1.8519",
"광주광역시","밭","과채류","","148","158","136","159","122","70","89","66","72","449","433","425","463","361","388","238","283.4356","210.8729","216.6453","163.0332",
"광주광역시","밭","수박","","41","48","35","40","44","25","22","33","16","47","54","9","22","13","5","42","29.9153","25.8482","25.8288","1.7114",
"광주광역시","밭","참외","","0","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0",".0259",
"광주광역시","밭","오이","","18","34","6","32","30","8","13","1","2","48","40","47","28","26","24","4","6.5455","2.8549","17.5171","20.1988",
"광주광역시","밭","호박","","51","56","53","35","29","13","13","5","5","198","146","94","65","25","36","46","62.8927","27.8473","29.3127","9.0708",
"광주광역시","밭","토마토","","35","9","27","52","12","20","38","24","45","108","152","229","239","206","268","117","126.9779","123.2131","94.9776","79.8749",
"광주광역시","밭","딸기","","3","11","14","0","7","4","3","3","4","48","41","46","109","91","55","29","57.1042","31.1094","49.0091","52.1514",
"광주광역시","밭","무","","45","14","36","47","13","101","62","110","57","15","41","67","71","28","10","0","7.8595","16.998","19.2134","13.3003",
"광주광역시","밭","봄무","","","","","","","","","","","","","17","12","18","10","0","5.2744","16.1966","2.0435","13.112",
"광주광역시","밭","총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"광주광역시","밭","일반총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"광주광역시","밭","가을총각무","","","","","","","","","","","","","0","0","-","0","0","0","0","0","0",
"광주광역시","밭","기타무","","","","","","","","","","","","","50","59","10","0","0","2.5851",".8014","17.1699",".1883",
"광주광역시","밭","풋고추","","128","75","100","109","66","52","53","69","67","256","226","185","254","138","150","209","175.1238","216.4211","198.9444","152.3143",
"광주광역시","밭","기타채소","","84","67","83","70","104","156","129","144","232","363","304","235","246","165","225","258","291.9928","214.5671","240.7036","192.3356",
"광주광역시","밭","과수","","43","34","28","3","15","14","11","2","13","10","10","8","1","1","0","18","18.304","18.2285","16.7159","12.728",
"광주광역시","밭","배","","0","0","0","0","6","","","","","","","","","","","","","","","",
"광주광역시","밭","감귤","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","6.4497","0","0",
"광주광역시","밭","성과수(감귤)","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","6.4497","0","0",
"광주광역시","밭","포도","","43","34","28","3","3","10","8","2","10","5","7","7","1","1","0","13","11.8413","11.7788","6.2413","6.2413",
"광주광역시","밭","성과수(포도)","","40","31","28","3","3","7","5","0","8","5","7","7","1","","0","13","11.8413","11.7788","6.2413","6.2413",
"광주광역시","밭","기타과수","","0","0","0","0","6","4","3","0","3","5","3","1","0","","0","5","6.4627","0","10.4746","6.4867",
"광주광역시","밭","화훼","","60","77","77","40","23","9","16","16","3","12","11","21","17","15","26","21","54.8325","64.247","129.992","50.1746",
"광주광역시","밭","기타","","3","2","18","10","35","8","2","19","10","24","18","13","18","22","5","29","47.3309","8.518","25.2167","8.704",
"광주광역시","밭","파인애플","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","밭","바나나","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","밭","대파","","","","","","","0","0","0","0","0","6","4","0","","0","0","0","0","2.7755","13.1784",
"광주광역시","밭","쪽파","","","","","","","13","11","0","0","0","1","0","3","","0","4","2.7727","4.816","10.9997","5.8829",
"대전광역시","합계","시설재배합계","","646","608","710","662","553","374","345","351","320","292","363","257","369","343","345","258","252.6398","233.4794","233.3597","224.4142",
"대전광역시","합계","감자","","0","8","7","10","1","0","0","0","0","4","0","0","1","1","2","3","2.2253","2.0798",".1932","5.6779",
"대전광역시","합계","엽채류","","92","80","138","107","61","56","38","20","38","32","32","5","15","15","22","18","26.5141","29.0663","36.5284","31.3998",
"대전광역시","합계","배추","","37","25","67","45","21","10","11","9","18","18","14","1","0","0","1","1",".6778","1.2289",".2479","3.4659",
"대전광역시","합계","봄배추","","","","","","","","","","","","","","0","0","0","0","0","0","0","0",
"대전광역시","합계","기타배추","","","","","","","","","","","","","","0","0","1","1",".6778","1.2289",".2479","3.4659",
"대전광역시","합계","시금치","","8","8","16","11","14","1","0","1","1","0","4","1","0","1","0","1","0","0",".4908","0",
"대전광역시","합계","상추","","47","47","55","51","26","45","27","10","19","14","14","3","15","14","21","16","25.8363","27.8374","35.7897","27.9339",
